0x004022c0:0x004022f5, _GLOBAL__sub_I_userio.cpp
0x0048f2c0:0x0048f569, _ZN3pov14D_Iteration_z3EPdPNS_14Fractal_StructES0_
0x0048f570:0x0048f801, _ZN3pov17D_Iteration_JuliaEPdPNS_14Fractal_StructES0_
0x0048f810:0x0048fa7c, _ZN3pov14Normal_Calc_z3EPdiPNS_14Fractal_StructE
0x0048fa80:0x0048fc75, _ZN3pov17Normal_Calc_JuliaEPdiPNS_14Fractal_StructE
0x0048fc80:0x0048fc91, _ZN3pov13F_Bound_JuliaEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0048fca0:0x00490a8a, _ZN3pov15Compute_AmbientEPdS0_S0_Pfd
0x00490a90:0x00490be1, _ZN3povL8ra_reuseEPdS0_Pf
0x00490bf0:0x00490f0e, _ZN3pov25Initialize_Radiosity_CodeEv
0x00490f10:0x004910b5, _ZN3pov27Deinitialize_Radiosity_CodeEv
0x004910c0:0x00491532, _ZN3povL15ra_average_nearEPNS_15ot_block_structEPv
0x00491540:0x0049154b, _ZN3pov25Initialize_Ray_ContainersEPNS_10Ray_StructEj
0x00491550:0x004916ea, _ZN3pov19Copy_Ray_ContainersEPNS_10Ray_StructES1_
0x004916f0:0x00491723, _ZN3pov9Ray_EnterEPNS_10Ray_StructEPNS_15Interior_StructE
0x00491730:0x0049189f, _ZN3pov8Ray_ExitEPNS_10Ray_StructEi
0x004918a0:0x004918c4, _ZN3pov25Interior_In_Ray_ContainerEPNS_10Ray_StructEPNS_15Interior_StructE
0x004918d0:0x00491a23, _ZN3pov9FrameLoopEv
0x00491a30:0x0049208d, _ZN3pov11FrameRenderEv
0x00492090:0x004920c0, _ZN3pov14variable_storeEi
0x004920c0:0x00492322, _ZN3pov23fix_up_rendering_windowEv
0x00492330:0x004925db, _ZN3pov23fix_up_animation_valuesEv
0x004925e0:0x004926ac, _ZN3pov17fix_up_scene_nameEv
0x004926b0:0x00492c55, _ZN3pov9init_varsEv
0x00492c60:0x00492caf, _ZN3pov17destroy_librariesEv
0x00492cb0:0x00492dc0, _ZN3pov9close_allEv
0x00492dc0:0x004937ad, _ZN3pov19Initialize_RendererEv
0x004937b0:0x00493981, _ZN3pov18Terminate_RendererEv
0x00493990:0x004939e7, _ZN3pov16Check_User_AbortEi
0x004939f0:0x00493c20, _ZN3pov28Start_Tracing_Mosaic_PreviewEii
0x00493c20:0x00493d3c, _ZN3pov11trace_pixelEiiPfS0_
0x00493d40:0x004948c3, _ZN3pov31Start_Tracing_Radiosity_PreviewEii
0x004948d0:0x00494d68, _ZN3pov26Start_Non_Adaptive_TracingEv
0x00494d70:0x0049560e, _ZN3pov22Start_Adaptive_TracingEv
0x00495610:0x00495c27, _ZN3povL15trace_sub_pixelEiPPNS_12Pixel_StructEiiiiiiiPfi
0x00495c30:0x00495f88, _ZN3pov5TraceEPNS_10Ray_StructEPfd
0x00495f90:0x00495fee, _ZN3povL13IsObjectInCSGEPNS_13Object_StructES1_
0x00495ff0:0x00496334, _ZN3povL10focal_blurEPNS_10Ray_StructEPfdd
0x00496340:0x00497f0e, _ZN3povL10create_rayEPNS_10Ray_StructEddi
0x00497f10:0x00498036, _ZN3pov30initialize_ray_container_stateEPNS_10Ray_StructEi
0x00498040:0x00498166, _ZN3povL35initialize_ray_container_state_treeEPNS_10Ray_StructEPNS_16BBox_Tree_StructE
0x00498170:0x004983ef, _ZN3povL11supersampleEPfii
0x004983f0:0x0049855e, _ZN3povL21trace_ray_with_offsetEiiddPf
0x00498560:0x00498726, _ZN3povL17jitter_camera_rayEPNS_10Ray_StructEi
0x00498730:0x0049895b, _ZN3pov18Read_Rendered_PartEPc
0x00498960:0x00498a31, _ZN3pov10Open_ImageEiPciiii
0x00498a40:0x00498c7f, _ZN3pov23init_output_file_handleEv
0x00498c80:0x00498ca3, _ZN3pov26destroy_output_file_handleEv
0x00498cb0:0x00498dd4, _ZN3pov22setup_output_file_nameEv
0x00498de0:0x00498e94, _ZN3pov16open_output_fileEv
0x00498ea0:0x00498eef, _ZN3pov34output_prev_image_line_and_advanceEi
0x00498ef0:0x00499171, _ZN3pov46output_single_image_line_with_alpha_correctionEPA5_fi
0x00499180:0x0049928a, _ZN3pov10plot_pixelEiiPf
0x00499290:0x0049932c, _ZN3pov10Create_SorEv
0x00499330:0x00499393, _ZN3pov16Compute_Sor_BBoxEPNS_10Sor_StructE
0x004993a0:0x00499c4b, _ZN3pov11Compute_SorEPNS_10Sor_StructEPA2_d
0x00499c50:0x0049a290, _ZN3povL21All_Sor_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0049a290:0x0049a38e, _ZN3povL10Inside_SorEPdPNS_13Object_StructE
0x0049a390:0x0049a4f0, _ZN3povL10Sor_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049a4f0:0x0049a702, _ZN3povL11Sor_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049a710:0x0049a826, _ZN3povL8Copy_SorEPNS_13Object_StructE
0x0049a830:0x0049a8a4, _ZN3povL13Translate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049a8b0:0x0049a924, _ZN3povL10Rotate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049a930:0x0049a9a4, _ZN3povL9Scale_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049a9b0:0x0049aa21, _ZN3povL13Transform_SorEPNS_13Object_StructEPNS_16Transform_StructE
0x0049aa30:0x0049aa35, _ZN3povL10Invert_SorEPNS_13Object_StructE
0x0049aa40:0x0049aab8, _ZN3povL11Destroy_SorEPNS_13Object_StructE
0x0049aac0:0x0049abb4, _ZN3povL8test_hitEPNS_10Sor_StructEPNS_10Ray_StructEPNS_13istack_structEddii
0x0049abc0:0x0049ae26, _ZN3povL24All_Sphere_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0049ae30:0x0049ae93, _ZN3povL13Inside_SphereEPdPNS_13Object_StructE
0x0049aea0:0x0049aefc, _ZN3povL13Sphere_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049af00:0x0049b13d, _ZN3povL14Sphere_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049b140:0x0049b21c, _ZN3pov11Copy_SphereEPNS_13Object_StructE
0x0049b220:0x0049b31b, _ZN3povL16Translate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049b320:0x0049b3a9, _ZN3povL13Rotate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049b3b0:0x0049b4f2, _ZN3povL12Scale_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049b500:0x0049b5a0, _ZN3pov16Transform_SphereEPNS_13Object_StructEPNS_16Transform_StructE
0x0049b5a0:0x0049b5a5, _ZN3povL13Invert_SphereEPNS_13Object_StructE
0x0049b5b0:0x0049b5d0, _ZN3pov14Destroy_SphereEPNS_13Object_StructE
0x0049b5d0:0x0049b909, _ZN3povL27All_Ellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0049b910:0x0049b997, _ZN3povL16Inside_EllipsoidEPdPNS_13Object_StructE
0x0049b9a0:0x0049ba64, _ZN3povL16Ellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049ba70:0x0049bb33, _ZN3pov16Intersect_SphereEPNS_10Ray_StructEPddS2_S2_
0x0049bb40:0x0049bbc8, _ZN3pov13Create_SphereEv
0x0049bbd0:0x0049bc31, _ZN3pov19Compute_Sphere_BBoxEPNS_13Sphere_StructE
0x0049bc40:0x0049be07, _ZN3pov29Intersect_Sphere_Sweep_SphereEPNS_10Ray_StructEPNS_26Sphere_Sweep_Sphere_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x0049be10:0x0049d915, _ZN3pov30Intersect_Sphere_Sweep_SegmentEPNS_10Ray_StructEPNS_27Sphere_Sweep_Segment_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x0049d920:0x0049da8a, _ZN3pov17Copy_Sphere_SweepEPNS_13Object_StructE
0x0049da90:0x0049db34, _ZN3pov19Create_Sphere_SweepEv
0x0049db40:0x0049e3fa, _ZN3pov20Compute_Sphere_SweepEPNS_19Sphere_Sweep_StructE
0x0049e400:0x0049e433, _ZN3pov22Transform_Sphere_SweepEPNS_13Object_StructEPNS_16Transform_StructE
0x0049e440:0x0049e596, _ZN3pov25Compute_Sphere_Sweep_BBoxEPNS_19Sphere_Sweep_StructE
0x0049e5a0:0x0049e623, _ZN3pov20Destroy_Sphere_SweepEPNS_13Object_StructE
0x0049e630:0x0049e78d, _ZN3pov17Find_Valid_PointsEPNS_35Sphere_Sweep_Intersection_StructureEiPNS_10Ray_StructE
0x0049e790:0x0049ef56, _ZN3povL30All_Sphere_Sweep_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0049ef60:0x0049f6b2, _ZN3povL19Inside_Sphere_SweepEPdPNS_13Object_StructE
0x0049f6c0:0x0049f6d8, _ZN3povL19Sphere_Sweep_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049f6e0:0x0049f758, _ZN3povL22Translate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049f760:0x0049f7d1, _ZN3povL19Rotate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049f7e0:0x0049f987, _ZN3povL18Scale_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049f990:0x0049f995, _ZN3povL19Invert_Sphere_SweepEPNS_13Object_StructE
0x0049f9a0:0x0049f9c2, _ZN3povL11Comp_IsectsEPKvS1_
0x0049f9d0:0x0049fd10, _ZN3pov23Precompute_Cubic_CoeffsEPNS_13Spline_StructE
0x0049fd10:0x0049fd5a, _ZN3pov18linear_interpolateEPNS_12Spline_EntryEiid
0x0049fd60:0x0049feb7, _ZN3pov21quadratic_interpolateEPNS_12Spline_EntryEiid
0x0049fec0:0x0049ff5e, _ZN3pov19natural_interpolateEPNS_12Spline_EntryEiid
0x0049ff60:0x004a006d, _ZN3pov23catmull_rom_interpolateEPNS_12Spline_EntryEiid
0x004a0070:0x004a012f, _ZN3pov5findtEPNS_13Spline_StructEd
0x004a0130:0x004a0256, _ZN3pov6mkfreeEPNS_13Spline_StructEi
0x004a0260:0x004a033d, _ZN3pov13Create_SplineEi
0x004a0340:0x004a03c1, _ZN3pov11Copy_SplineEPNS_13Spline_StructE
0x004a03d0:0x004a0402, _ZN3pov14Destroy_SplineEPNS_13Spline_StructE
0x004a0410:0x004a07d7, _ZN3pov19Insert_Spline_EntryEPNS_13Spline_StructEdPd
0x004a07e0:0x004a1073, _ZN3pov14Get_Spline_ValEPNS_13Spline_StructEdPdPi
0x004a1080:0x004a108f, _ZN3pov15init_statisticsEPx
0x004a1090:0x004a125a, _ZN3pov14sum_statisticsEPxS0_
0x004a1260:0x004a12f4, _ZN3pov21Create_SuperellipsoidEv
0x004a1300:0x004a1328, _ZN3pov27Compute_Superellipsoid_BBoxEPNS_21Superellipsoid_StructE
0x004a1330:0x004a1cc3, _ZN3povL32All_Superellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a1cd0:0x004a1d1f, _ZN3povL21Inside_SuperellipsoidEPdPNS_13Object_StructE
0x004a1d20:0x004a204c, _ZN3povL21Superellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a2050:0x004a213d, _ZN3povL19Copy_SuperellipsoidEPNS_13Object_StructE
0x004a2140:0x004a2179, _ZN3povL24Translate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a2180:0x004a21b9, _ZN3povL21Rotate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a21c0:0x004a21f9, _ZN3povL20Scale_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a2200:0x004a2236, _ZN3povL24Transform_SuperellipsoidEPNS_13Object_StructEPNS_16Transform_StructE
0x004a2240:0x004a2245, _ZN3povL21Invert_SuperellipsoidEPNS_13Object_StructE
0x004a2250:0x004a2270, _ZN3povL22Destroy_SuperellipsoidEPNS_13Object_StructE
0x004a2270:0x004a274e, _ZN3povL23evaluate_superellipsoidEPdPNS_21Superellipsoid_StructE
0x004a2750:0x004a2827, _ZN3povL10insert_hitEPNS_13Object_StructEPNS_10Ray_StructEdPNS_13istack_structE
0x004a2830:0x004a2b7e, _ZN3povL10solve_hit1EPNS_21Superellipsoid_StructEdPddS2_S2_
0x004a2b80:0x004a2ba2, _ZN3povL9compdistsEPKvS1_
0x004a2bb0:0x004a3118, _ZN3pov11Targa_ImageC2EPciiii
0x004a3120:0x004a316d, _ZN3pov11Targa_ImageD2Ev
0x004a3170:0x004a31b8, _ZN3pov11Targa_ImageD0Ev
0x004a31c0:0x004a33d2, _ZN3pov11Targa_Image11Write_PixelEdddd
0x004a33e0:0x004a3775, _ZN3pov11Targa_Image10Write_LineEPA5_f
0x004a3780:0x004a3c25, _ZN3pov11Targa_Image9Read_LineEPA5_f
0x004a3c30:0x004a4953, _ZN3pov16Read_Targa_ImageEPNS_12Image_StructEPc
0x004a4960:0x004a4964, _ZN3pov11Targa_Image4LineEv
0x004a4970:0x004a4974, _ZN3pov11Targa_Image5WidthEv
0x004a4980:0x004a4984, _ZN3pov11Targa_Image6HeightEv
0x004a4990:0x004a5195, _ZN3pov16Initialize_NoiseEv
0x004a51a0:0x004a51a7, _ZN3pov9POV_SRANDEi
0x004a51b0:0x004a5940, _ZN3pov6DNoiseEPdS0_
0x004a5940:0x004a595e, _ZN3pov8POV_RANDEv
0x004a5960:0x004a59e1, _ZN3pov17Free_Noise_TablesEv
0x004a59f0:0x004a6120, _ZN3pov5NoiseEPdPNS_14Pattern_StructE
0x004a6120:0x004a62f8, _ZN3pov10TurbulenceEPdPNS_11Turb_StructEPNS_14Pattern_StructE
0x004a6300:0x004a642b, _ZN3pov11DTurbulenceEPdS0_PNS_11Turb_StructE
0x004a6430:0x004a649f, _ZN3pov9cycloidalEd
0x004a64a0:0x004a64f4, _ZN3pov13Triangle_WaveEd
0x004a6500:0x004a656d, _ZN3pov18Transform_TexturesEPNS_14Texture_StructEPNS_16Transform_StructE
0x004a6570:0x004a65f4, _ZN3pov13Create_FinishEv
0x004a6600:0x004a66ba, _ZN3pov11Copy_FinishEPNS_13Finish_StructE
0x004a66c0:0x004a6713, _ZN3pov14Create_TextureEv
0x004a6720:0x004a672d, _ZN3pov20Copy_Texture_PointerEPNS_14Texture_StructE
0x004a6730:0x004a696e, _ZN3pov13Copy_TexturesEPNS_14Texture_StructE
0x004a6970:0x004a6a66, _ZN3pov16Destroy_TexturesEPNS_14Texture_StructE
0x004a6a70:0x004a6b8e, _ZN3pov13Post_TexturesEPNS_14Texture_StructE
0x004a6b90:0x004a6c53, _ZN3pov12Test_OpacityEPNS_14Texture_StructE
0x004a6c60:0x004a6c67, _ZN3pov16POV_GET_OLD_RANDEv
0x004a6c70:0x004a7163, _ZN3pov20Initialize_TokenizerEv
0x004a7170:0x004a72aa, _ZN3pov18pre_init_tokenizerEv
0x004a72b0:0x004a7549, _ZN3pov19Terminate_TokenizerEv
0x004a7550:0x004a9622, _ZN3pov9Get_TokenEv
0x004a9630:0x004ab347, _ZN3pov15Parse_DirectiveEi
0x004ab350:0x004ab4c0, _ZN3povL16Parse_C_CommentsEv
0x004ab4c0:0x004ab7d2, _ZN3pov20Parse_String_LiteralEv
0x004ab7e0:0x004ab7eb, _ZN3pov11Unget_TokenEv
0x004ab7f0:0x004ab872, _ZN3pov11Where_ErrorEP9POVMSData
0x004ab880:0x004ab902, _ZN3pov13Where_WarningEP9POVMSData
0x004ab910:0x004abaaf, _ZN3povL17Return_From_MacroEv
0x004abab0:0x004abe8b, _ZN3pov17Parse_Ifdef_ParamEv
0x004abe90:0x004ac0c5, _ZN3pov12Open_IncludeEv
0x004ac0d0:0x004ac248, _ZN3povL13Remove_SymbolEiPcbPPvi
0x004ac250:0x004ac70b, _ZN3povL12Invoke_MacroEv
0x004ac710:0x004ac768, _ZN3pov12Create_EntryEiPKci
0x004ac770:0x004ac7db, _ZN3pov13Destroy_EntryEiPNS_15Sym_Table_EntryE
0x004ac7e0:0x004ac89b, _ZN3pov10Add_SymbolEiPKci
0x004ac8a0:0x004ac94b, _ZN3pov13Destroy_MacroEPNS_16Pov_Macro_StructE
0x004ac950:0x004acafd, _ZN3pov19Parse_Array_DeclareEv
0x004acb00:0x004acbf1, _ZN3povL16Parse_InitalizerEiiPNS_16Pov_Array_StructE
0x004acc00:0x004acd7f, _ZN3pov13IncludeHeaderEPc
0x004acd80:0x004ad0c0, _ZN3povL16Parse_Read_ValueEPNS_16Data_File_StructEiPiPPv
0x004ad0c0:0x004ad13f, _ZN3pov12Create_TorusEv
0x004ad140:0x004ad1a0, _ZN3pov18Compute_Torus_BBoxEPNS_12Torus_StructE
0x004ad1a0:0x004ad513, _ZN3pov19Test_Thick_CylinderEPdS0_dddd
0x004ad520:0x004ada67, _ZN3povL23All_Torus_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004ada70:0x004adaf4, _ZN3povL12Inside_TorusEPdPNS_13Object_StructE
0x004adb00:0x004adc23, _ZN3povL12Torus_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004adc30:0x004adcfa, _ZN3povL13Torus_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004add00:0x004adddb, _ZN3povL10Copy_TorusEPNS_13Object_StructE
0x004adde0:0x004ade51, _ZN3povL15Translate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ade60:0x004aded1, _ZN3povL12Rotate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004adee0:0x004adf51, _ZN3povL11Scale_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004adf60:0x004adfce, _ZN3povL15Transform_TorusEPNS_13Object_StructEPNS_16Transform_StructE
0x004adfd0:0x004adfd5, _ZN3povL12Invert_TorusEPNS_13Object_StructE
0x004adfe0:0x004ae000, _ZN3povL13Destroy_TorusEPNS_13Object_StructE
0x004ae000:0x004ae3f3, _ZN3povL26All_Triangle_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004ae400:0x004ae403, _ZN3povL15Inside_TriangleEPdPNS_13Object_StructE
0x004ae410:0x004ae42e, _ZN3povL15Triangle_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004ae430:0x004ae55a, _ZN3povL13Copy_TriangleEPNS_13Object_StructE
0x004ae560:0x004ae62c, _ZN3povL18Translate_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ae630:0x004ae68f, _ZN3povL15Rotate_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ae690:0x004ae75c, _ZN3povL14Scale_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ae760:0x004ae7bf, _ZN3povL18Transform_TriangleEPNS_13Object_StructEPNS_16Transform_StructE
0x004ae7c0:0x004ae7c1, _ZN3povL15Invert_TriangleEPNS_13Object_StructE
0x004ae7d0:0x004ae7df, _ZN3povL16Destroy_TriangleEPNS_13Object_StructE
0x004ae7e0:0x004ae990, _ZN3povL22Smooth_Triangle_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004ae990:0x004aeaa2, _ZN3povL20Copy_Smooth_TriangleEPNS_13Object_StructE
0x004aeab0:0x004aeb7f, _ZN3povL25Translate_Smooth_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004aeb80:0x004aeb8f, _ZN3povL22Rotate_Smooth_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004aeb90:0x004aee75, _ZN3povL21Scale_Smooth_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004aee80:0x004aef15, _ZN3povL25Transform_Smooth_TriangleEPNS_13Object_StructEPNS_16Transform_StructE
0x004aef20:0x004aef21, _ZN3povL22Invert_Smooth_TriangleEPNS_13Object_StructE
0x004aef30:0x004af5fc, _ZN3pov16Compute_TriangleEPNS_15Triangle_StructEi
0x004af600:0x004af6cd, _ZN3pov21Compute_Triangle_BBoxEPNS_15Triangle_StructE
0x004af6d0:0x004af793, _ZN3pov15Create_TriangleEv
0x004af7a0:0x004af890, _ZN3pov22Create_Smooth_TriangleEv
0x004af890:0x004afa41, _ZN3pov18Calculate_Smooth_TEPdS0_S0_S0_
0x004afa50:0x004b0916, _ZN3povL21All_TTF_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004b0920:0x004b0989, _ZN3povL10Inside_TTFEPdPNS_13Object_StructE
0x004b0990:0x004b09a8, _ZN3povL10TTF_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004b09b0:0x004b0abe, _ZN3povL8Copy_TTFEPNS_13Object_StructE
0x004b0ac0:0x004b0b76, _ZN3povL13Translate_TTFEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004b0b80:0x004b0c36, _ZN3povL10Rotate_TTFEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004b0c40:0x004b0cf6, _ZN3povL9Scale_TTFEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004b0d00:0x004b0db3, _ZN3povL13Transform_TTFEPNS_13Object_StructEPNS_16Transform_StructE
0x004b0dc0:0x004b0dc5, _ZN3povL10Invert_TTFEPNS_13Object_StructE
0x004b0dd0:0x004b0df0, _ZN3povL11Destroy_TTFEPNS_13Object_StructE
0x004b0df0:0x004b45f9, _ZN3pov13ProcessNewTTFEPNS_13Object_StructEPcPtdPd
0x004b4600:0x004b488e, _ZN3pov12FreeFontInfoEv
0x004b4890:0x004b4935, _ZN3pov16Compute_TTF_BBoxEPNS_19TrueTypeFont_StructE
0x004b4940:0x004b49b8, _ZN3povL8readLONGEPN8pov_base7IStreamEiPKc
0x004b49c0:0x004b5fdf, _ZN3povL19ExtractGlyphOutlineEPNS_18FontFileInfoStructEPjj
0x004b5fe0:0x004b6501, _ZN3povL12Inside_GlyphEddPNS_11GlyphStructE
0x004b6510:0x004b6515, _ZN3pov8pattern1EPdPNS_14Pattern_StructE
0x004b6520:0x004b6525, _ZN3pov8pattern2EPdPNS_14Pattern_StructE
0x004b6530:0x004b6535, _ZN3pov8pattern3EPdPNS_14Pattern_StructE
0x004b6540:0x004b6541, _ZN3pov6bumpy1EPdPNS_14Tnormal_StructES0_
0x004b6550:0x004b6551, _ZN3pov6bumpy2EPdPNS_14Tnormal_StructES0_
0x004b6560:0x004b6561, _ZN3pov6bumpy3EPdPNS_14Tnormal_StructES0_
0x004b6570:0x004b65ba, _ZN3pov20POV_Std_Display_InitEii
0x004b65c0:0x004b65e5, _ZN3pov24POV_Std_Display_FinishedEv
0x004b65f0:0x004b65f1, _ZN3pov21POV_Std_Display_CloseEv
0x004b6600:0x004b6659, _ZN3pov20POV_Std_Display_PlotEiijjjj
0x004b6660:0x004b66fc, _ZN3pov25POV_Std_Display_Plot_RectEiiiijjjj
0x004b6700:0x004b6880, _ZN3pov24POV_Std_Display_Plot_BoxEiiiijjjj
0x004b6880:0x004b689c, _ZN3pov21DebugTextStreamBufferC2Ev
0x004b68a0:0x004b68a5, _ZN3pov21DebugTextStreamBufferD2Ev
0x004b68b0:0x004b68c2, _ZN3pov21DebugTextStreamBufferD0Ev
0x004b68d0:0x004b695d, _ZN3pov21DebugTextStreamBuffer10lineoutputEPKcj
0x004b6960:0x004b6961, _ZN3pov21DebugTextStreamBuffer12directoutputEPKcj
0x004b6970:0x004b697a, _ZN3pov23FlushDebugMessageBufferEv
0x004b6980:0x004b6a4d, _ZN3pov10Debug_InfoEPKcz
0x004b6a50:0x004b6c3b, _ZN3pov7WarningEjPKcz
0x004b6c40:0x004b6c76, _ZN3pov13CleanupStringEPc
0x004b6c80:0x004b6e90, _ZN3pov9WarningAtEjPKclmS1_z
0x004b6e90:0x004b7054, _ZN3pov13PossibleErrorEPKcz
0x004b7060:0x004b7233, _ZN3pov5ErrorEPKcz
0x004b7240:0x004b74b7, _ZN3pov12pov_shelloutENS_9shelltypeE
0x004b74c0:0x004b768e, _ZN3pov7ErrorAtEPKclmS1_z
0x004b76b0:0x004b771d, _ZN3pov14init_shelloutsEv
0x004b7720:0x004b786d, _ZN3pov16Prune_Vista_TreeEi
0x004b7870:0x004b7c77, _ZN3pov17Trace_Primary_RayEPNS_10Ray_StructEPfdi
0x004b7c80:0x004b7e69, _ZN3pov18Build_Vista_BufferEv
0x004b7e70:0x004b8fe0, _ZN3povL21project_bounding_slabEPNS_14Project_StructEPPNS_24Project_Tree_Node_StructEPNS_16BBox_Tree_StructE
0x004b8fe0:0x004b900b, _ZN3pov20Destroy_Vista_BufferEv
0x004b9010:0x004b9044, _ZN3pov17Draw_Vista_BufferEv
0x004b9050:0x004b90ed, _ZN3povL10draw_vistaEPNS_24Project_Tree_Node_StructEPiS2_
0x004b90f0:0x004b95cf, _ZN3povL12project_bboxEPNS_14Project_StructEPA3_dPi
0x004b95d0:0x004b977d, _ZN3povL21project_raw_rectangleEPNS_14Project_StructEPdS2_S2_S2_Pi
0x004b9780:0x004b99f8, _ZN3povL20project_raw_triangleEPNS_14Project_StructEPdS2_S2_Pi
0x004b9a00:0x004b9b27, _ZN3povL15draw_projectionEPNS_14Project_StructEiPiS2_
0x004b9b30:0x004b9b95, _ZN3pov24Initialize_VLBuffer_CodeEv
0x004b9ba0:0x004b9bfe, _ZN3pov26Reinitialize_VLBuffer_CodeEv
0x004b9c00:0x004b9c72, _ZN3pov26Deinitialize_VLBuffer_CodeEv
0x004b9c80:0x004ba71a, _ZN3pov12Clip_PolygonEPA3_dPiPKdS4_S4_S4_dddd
0x004ba720:0x004ba7a1, _ZN3pov20Destroy_Project_TreeEPNS_24Project_Tree_Node_StructE
0x004ba7b0:0x004bb422, _ZN3pov11Warp_EPointEPdS0_PNS_14Pattern_StructE
0x004bb430:0x004bb56c, _ZN3pov11Warp_NormalEPdS0_PNS_14Pattern_StructEi
0x004bb570:0x004bb6aa, _ZN3pov13UnWarp_NormalEPdS0_PNS_14Pattern_StructEi
0x004bb6b0:0x004bb8c6, _ZN3pov11Create_WarpEi
0x004bb8d0:0x004bb8fd, _ZN3pov13Destroy_WarpsEPNS_12Warps_StructE
0x004bb900:0x004bb9ce, _ZN3pov10Copy_WarpsEPNS_12Warps_StructE
0x004bb9d0:0x004bb9ea, _ZN8pov_base6IOBaseC2Ejj
0x004bb9f0:0x004bba17, _ZN8pov_base7OStreamD2Ev
0x004bba20:0x004bba42, _ZN8pov_base6IOBaseD0Ev
0x004bba50:0x004bbb8b, _ZN8pov_base6IOBase4openEPKcj
0x004bbb90:0x004bbbae, _ZN8pov_base6IOBase5seekgEmj
0x004bbbb0:0x004bbbd2, _ZN8pov_base6IOBase5closeEv
0x004bbbe0:0x004bbbf7, _ZN8pov_base6IOBase5flushEv
0x004bbc00:0x004bbc34, _ZN8pov_base6IOBase4readEPvm
0x004bbc40:0x004bbc74, _ZN8pov_base6IOBase5writeEPvm
0x004bbc80:0x004bbc9e, _ZN8pov_base7IStreamC2Ej
0x004bbca0:0x004bbcc2, _ZN8pov_base7IStreamD0Ev
0x004bbcd0:0x004bbd0b, _ZN8pov_base7IStream10Read_ShortEv
0x004bbd10:0x004bbd48, _ZN8pov_base7IStream8Read_IntEv
0x004bbd50:0x004bbd89, _ZN8pov_base7IStream9Read_LongEv
0x004bbd90:0x004bbdb9, _ZN8pov_base7IStream11UnRead_ByteEi
0x004bbdc0:0x004bbe61, _ZN8pov_base7IStream7getlineEPcm
