0x004021b0:0x004021d0, __cxx_global_var_init
0x0044e4a0:0x0044e56b, _ZN3pov13Link_TexturesEPPNS_14Texture_StructES1_
0x0044e570:0x0044e588, _ZN3pov8Not_WithEPKcS1_
0x0044e590:0x0044e618, _ZN3povL21Set_CSG_Children_FlagEPNS_13Object_StructEjjj
0x0044e620:0x0044e696, _ZN3povL17Set_CSG_Tree_FlagEPNS_13Object_StructEji
0x0044e6a0:0x0044e6b7, _ZN3pov11Parse_CommaEv
0x0044e6c0:0x0044e6cf, _ZN3pov11Parse_ErrorEi
0x0044e6d0:0x0044e81b, _ZN3pov21Parse_Transform_BlockEPNS_16Transform_StructE
0x0044e820:0x0044e86d, _ZN3pov16Parse_Semi_ColonEb
0x0044e870:0x0044e91f, _ZN3pov12Parse_CoeffsEiPd
0x0044e920:0x0044ec64, _ZN3pov13Parse_DeclareEbb
0x0044ec70:0x0044f549, _ZN3pov12Parse_RValueEiPiPPvPNS_15Sym_Table_EntryEbbbbi
0x0044f550:0x0044f823, _ZN3pov15Copy_IdentifierEPvi
0x0044f830:0x0044f8ad, _ZN3pov13Test_RedefineEiPiPvb
0x0044f8b0:0x0044fb59, _ZN3pov18Destroy_Ident_DataEPvi
0x0044fb60:0x0044fb6b, _ZN3pov4LinkEPNS_13Object_StructEPS1_
0x0044fb70:0x0044fc4a, _ZN3povL26Convert_Filter_To_TransmitEPNS_14Pigment_StructE
0x0044fc50:0x0044fd61, _ZN3pov18Get_Reserved_WordsEPKc
0x0044fd70:0x0044fe3e, _ZN3pov10Warn_StateEii
0x0044fe40:0x0044fe52, _ZN3pov7MAErrorEPKcl
0x0044fe60:0x004503dc, _ZN3pov12Post_ProcessEPNS_13Object_StructES1_
0x004503e0:0x004505a2, _ZN3pov13Link_To_FrameEPNS_13Object_StructE
0x004505b0:0x004505c8, _ZN3pov7Only_InEPKcS1_
0x004505d0:0x00450626, _ZN3pov11Warn_CompatEiPKc
0x00450630:0x00450676, _ZN3povL15Parse_Object_IdEv
0x00450680:0x004506e2, _ZN3povL20Parse_Three_UVCoordsEPdS0_S0_
0x004506f0:0x004507db, _ZN3povL18Parse_Mesh_TextureEPPNS_14Texture_StructES2_
0x004507e0:0x004509e1, _ZN3povL23Parse_Blob_Element_ModsEPNS_19Blob_Element_StructE
0x004509f0:0x00450c05, _ZN3povL17Parse_Camera_ModsEPNS_13Camera_StructE
0x00450c10:0x00450c9b, _ZN3povL19Global_Setting_WarnEv
0x00450ca0:0x0045172d, _ZN3povL21Parse_Global_SettingsEv
0x00451730:0x0045174f, _ZN3pov16Assign_Vector_4DEPdS0_
0x00451750:0x00451795, _ZN3pov21Assign_Colour_ExpressEPfPd
0x004517a0:0x004517b5, _ZN3pov14Destroy_ColourEPA5_f
0x004517c0:0x004517d5, _ZN3pov14Destroy_VectorEPA3_d
0x004517e0:0x004517f5, _ZN3pov15Destroy_UV_VectEPA2_d
0x00451800:0x00451815, _ZN3pov17Destroy_Vector_4DEPA4_d
0x00451820:0x00451835, _ZN3pov13Destroy_FloatEPd
0x00451840:0x00451877, _ZN3pov7V4D_DotERdPKdS2_
0x00451880:0x004518b3, _ZN3pov18V4D_InverseScaleEqEPdd
0x004518c0:0x004518f6, _ZN3pov14Parse_C_StringEb
0x00451900:0x00451a12, _ZN3pov12Parse_StringEb
0x00451a20:0x00451a91, _ZN3pov14UCS2_To_StringEPtb
0x00451aa0:0x00451df8, _ZN3pov14String_To_UCS2EPcb
0x00451e00:0x00451f46, _ZN3pov9Parse_StrEb
0x00451f50:0x00452174, _ZN3pov10Parse_VStrEb
0x00452180:0x0045220e, _ZN3pov12Parse_ConcatEb
0x00452210:0x00452261, _ZN3pov9Parse_ChrEb
0x00452270:0x0045235d, _ZN3pov12Parse_SubstrEb
0x00452360:0x004523b1, _ZN3pov12Parse_StruprEb
0x004523c0:0x00452411, _ZN3pov12Parse_StrlwrEb
0x00452420:0x00452440, _ZN3pov11UCS2_strlenEPt
0x00452440:0x004524a4, _ZN3pov11UCS2_strcatEPtS0_
0x004524b0:0x004524e1, _ZN3pov12UCS2_strncpyEPtS0_i
0x004524f0:0x00452541, _ZN3pov11UCS2_struprEPt
0x00452550:0x004525a1, _ZN3pov11UCS2_strlwrEPt
0x004525b0:0x004526bd, _ZN3pov20Convert_UTF8_To_UCS2EPhiPi
0x004526c0:0x004527b4, _ZN3pov20Convert_UTF8_To_UCS4EPhiPi
0x004527c0:0x004527e9, _ZN3pov11UCS2_strcpyEPtS0_
0x004527f0:0x00452822, _ZN3pov11UCS2_strcmpEPtS0_
0x00452830:0x00452bf5, _ZN3pov11Parse_ImageEi
0x00452c00:0x00452fdb, _ZN3povL18Make_Pattern_ImageEPNS_12Image_StructEPjPi
0x00452fe0:0x00453044, _ZN3pov13Parse_PigmentEPPNS_14Pigment_StructE
0x00453050:0x00454398, _ZN3povL13Parse_PatternEPNS_14Pattern_StructEi
0x004543a0:0x00454410, _ZN3pov13Parse_TnormalEPPNS_14Tnormal_StructE
0x00454410:0x004549fc, _ZN3pov12Parse_FinishEPPNS_13Finish_StructE
0x00454a00:0x00454dae, _ZN3pov13Parse_TextureEv
0x00454db0:0x00455835, _ZN3povL19Parse_Vers1_TextureEv
0x00455840:0x00455932, _ZN3povL23Parse_Texture_TransformEPNS_14Texture_StructE
0x00455940:0x00455abe, _ZN3povL11Parse_TilesEv
0x00455ac0:0x00455d1d, _ZN3povL18Parse_Material_MapEv
0x00455d20:0x00456135, _ZN3pov11Parse_MediaEPPNS_12Media_StructE
0x00456140:0x00456195, _ZN3pov27Parse_Media_Density_PatternEPPNS_14Pigment_StructE
0x004561a0:0x00456329, _ZN3pov14Parse_InteriorEPPNS_15Interior_StructE
0x00456330:0x004565f2, _ZN3pov9Parse_FogEv
0x00456600:0x00456942, _ZN3pov13Parse_RainbowEv
0x00456950:0x00456af8, _ZN3pov15Parse_SkysphereEv
0x00456b00:0x00456ccc, _ZN3pov14Parse_MaterialEPNS_15Material_StructE
0x00456cd0:0x0045774d, _ZN3pov21Parse_PatternFunctionEPNS_14Pattern_StructE
0x00457750:0x004577a6, _ZN3povL10Check_TurbEPPNS_12Warps_StructE
0x004577b0:0x0045793f, _ZN3povL19Parse_Image_PatternEPNS_14Pattern_StructE
0x00457940:0x00457f3b, _ZN3povL10Parse_WarpEPPNS_12Warps_StructE
0x00457f40:0x004582d8, _ZN3povL15Parse_Image_MapEPNS_14Pigment_StructE
0x004582e0:0x00458488, _ZN3povL14Parse_Bump_MapEPNS_14Tnormal_StructE
0x00458490:0x004585f8, _ZN3povL19Check_BH_ParametersEPNS_15Black_Hole_WarpE
0x00458600:0x0045860f, _ZN3pov8Make_RGBEPffff
0x00458610:0x0045899a, _ZN3pov13Evaluate_TPatEPNS_14Pattern_StructEPdPNS_10istk_entryE
0x004589a0:0x00458a54, _ZN3povL13agate_patternEPdPNS_14Pattern_StructE
0x00458a60:0x00458bde, _ZN3povL13brick_patternEPdPNS_14Pattern_StructE
0x00458be0:0x00458c9c, _ZN3povL13cells_patternEPd
0x00458ca0:0x00458ce5, _ZN3povL15checker_patternEPd
0x00458cf0:0x0045989f, _ZN3povL15crackle_patternEPdPNS_14Pattern_StructE
0x004598a0:0x004598d1, _ZN3povL16gradient_patternEPdPNS_14Pattern_StructE
0x004598e0:0x00459a05, _ZN3povL15granite_patternEPdPNS_14Pattern_StructE
0x00459a10:0x00459c04, _ZN3povL15hexagon_patternEPd
0x00459c10:0x00459d41, _ZN3povL13julia_patternEPdPNS_14Pattern_StructE
0x00459d50:0x00459ea9, _ZN3povL14julia3_patternEPdPNS_14Pattern_StructE
0x00459eb0:0x0045a019, _ZN3povL14julia4_patternEPdPNS_14Pattern_StructE
0x0045a020:0x0045a295, _ZN3povL14juliax_patternEPdPNS_14Pattern_StructE
0x0045a2a0:0x0045a2f1, _ZN3povL15leopard_patternEPd
0x0045a300:0x0045a4c4, _ZN3povL16magnet1m_patternEPdPNS_14Pattern_StructE
0x0045a4d0:0x0045a6a2, _ZN3povL16magnet1j_patternEPdPNS_14Pattern_StructE
0x0045a6b0:0x0045a935, _ZN3povL16magnet2m_patternEPdPNS_14Pattern_StructE
0x0045a940:0x0045abe3, _ZN3povL16magnet2j_patternEPdPNS_14Pattern_StructE
0x0045abf0:0x0045ad3d, _ZN3povL14mandel_patternEPdPNS_14Pattern_StructE
0x0045ad40:0x0045aeb3, _ZN3povL15mandel3_patternEPdPNS_14Pattern_StructE
0x0045aec0:0x0045b041, _ZN3povL15mandel4_patternEPdPNS_14Pattern_StructE
0x0045b050:0x0045b2d1, _ZN3povL15mandelx_patternEPdPNS_14Pattern_StructE
0x0045b2e0:0x0045b328, _ZN3povL14marble_patternEPdPNS_14Pattern_StructE
0x0045b330:0x0045b394, _ZN3povL13onion_patternEPd
0x0045b3a0:0x0045b3fe, _ZN3povL14radial_patternEPd
0x0045b400:0x0045b519, _ZN3povL15spiral1_patternEPdPNS_14Pattern_StructE
0x0045b520:0x0045b656, _ZN3povL15spiral2_patternEPdPNS_14Pattern_StructE
0x0045b660:0x0045b72a, _ZN3povL12wood_patternEPdPNS_14Pattern_StructE
0x0045b730:0x0045b845, _ZN3povL13waves_patternEPdPNS_14Pattern_StructE
0x0045b850:0x0045b94d, _ZN3povL15ripples_patternEPdPNS_14Pattern_StructE
0x0045b950:0x0045bac2, _ZN3povL16wrinkles_patternEPdPNS_14Pattern_StructE
0x0045bad0:0x0045bae0, _ZN3povL13dents_patternEPdPNS_14Pattern_StructE
0x0045bae0:0x0045bc20, _ZN3povL15quilted_patternEPdPNS_14Pattern_StructE
0x0045bc20:0x0045bcbd, _ZN3povL16function_patternEPdPNS_14Pattern_StructE
0x0045bcc0:0x0045bce3, _ZN3povL14planar_patternEPd
0x0045bcf0:0x0045bd77, _ZN3povL13boxed_patternEPd
0x0045bd80:0x0045bdda, _ZN3povL17spherical_patternEPd
0x0045bde0:0x0045be58, _ZN3povL19cylindrical_patternEPd
0x0045be60:0x0045c870, _ZN3povL15density_patternEPdPNS_14Pattern_StructE
0x0045c870:0x0045cae6, _ZN3povL13slope_patternEPdPNS_14Pattern_StructEPNS_10istk_entryE
0x0045caf0:0x0045cb5f, _ZN3povL15pigment_patternEPdPNS_14Pattern_StructEPNS_10istk_entryE
0x0045cb60:0x0045cb83, _ZN3povL14object_patternEPdPNS_14Pattern_StructE
0x0045cb90:0x0045cbbb, _ZN3pov16Init_TPat_FieldsEPNS_14Pattern_StructE
0x0045cbc0:0x0045cce5, _ZN3pov16Copy_TPat_FieldsEPNS_14Pattern_StructES1_
0x0045ccf0:0x0045cd27, _ZN3pov17Copy_Density_FileEPNS_19Density_file_StructE
0x0045cd30:0x0045cde6, _ZN3pov19Destroy_TPat_FieldsEPNS_14Pattern_StructE
0x0045cdf0:0x0045cea6, _ZN3pov20Destroy_Density_FileEPNS_19Density_file_StructE
0x0045ceb0:0x0045cefc, _ZN3pov11Create_TurbEv
0x0045cf00:0x0045cf35, _ZN3pov18Translate_TpatternEPNS_14Pattern_StructEPd
0x0045cf40:0x0045cfa3, _ZN3pov18Transform_TpatternEPNS_14Pattern_StructEPNS_16Transform_StructE
0x0045cfb0:0x0045cfe5, _ZN3pov15Rotate_TpatternEPNS_14Pattern_StructEPd
0x0045cff0:0x0045d025, _ZN3pov14Scale_TpatternEPNS_14Pattern_StructEPd
0x0045d030:0x0045d096, _ZN3pov16Search_Blend_MapEdPNS_16Blend_Map_StructEPPNS_15Blend_Map_EntryES4_
0x0045d0a0:0x0045d192, _ZN3pov10PickInCubeEPdS0_
0x0045d1a0:0x0045d1e9, _ZN3pov11quilt_cubicEddd
0x0045d1f0:0x0045d263, _ZN3pov19Create_Density_FileEv
0x0045d270:0x0045d69d, _ZN3pov17Read_Density_FileEPNS_19Density_file_StructE
0x0045d6b0:0x0045d6fa, _ZN3povL10readushortEPN8pov_base7IStreamE
0x0045d700:0x0045d790, _ZN3povL8readuintEPN8pov_base7IStreamE
0x0045d790:0x0045d7bc, _ZN3povL15Search_For_TurbEPNS_12Warps_StructE
0x0045d7c0:0x0045d8a1, _ZN3povL13IntPickInCubeEiiiPd
0x0045d8b0:0x0045d91e, _ZN3povL22fractal_exterior_colorEPNS_14Pattern_StructEidd
0x0045d920:0x0045d996, _ZN3povL22fractal_interior_colorEPNS_14Pattern_StructEiddd
0x0045d9a0:0x0045dab5, _ZN3povL30InitializeBinomialCoefficientsEv
0x0045dac0:0x0045dad6, _ZN8pov_base6IOBase5tellgEv
0x0045dae0:0x0045db49, _ZN3pov5intp3Efffff
0x0045db50:0x0045db59, _ZSt3powIdiEN9__gnu_cxx11__promote_2IT_T0_NS0_9__promoteIS2_Xsr3std12__is_integerIS2_EE7__valueEE6__typeENS4_IS3_Xsr3std12__is_integerIS3_EE7__valueEE6__typeEE6__typeES2_S3_
0x0045db60:0x0045dc24, _ZN3pov22Read_ASCII_File_NumberEPN8pov_base7IStreamE
0x0045dc30:0x0045e0a2, _ZN3pov14Read_PGM_ImageEPNS_12Image_StructEPc
0x0045e0b0:0x0045e0b4, _ZNK8pov_base6IOBasentEv
0x0045e0c0:0x0045e12d, _ZN3pov13CheckPassThruEPNS_13Object_StructEi
0x0045e130:0x0045e258, _ZN3pov23InitBacktraceEverythingEv
0x0045e260:0x0045e31a, _ZN3povL16InitPhotonMemoryEv
0x0045e320:0x0045e411, _ZN3pov23FreeBacktraceEverythingEv
0x0045e420:0x0045e54a, _ZN3povL16FreePhotonMemoryEv
0x0045e550:0x0045e9c7, _ZN3pov15BuildPhotonMapsEv
0x0045e9d0:0x0045eae1, _ZN3povL13loadPhotonMapEv
0x0045eaf0:0x0045edc9, _ZN3povL16setGatherOptionsEPNS_17photon_map_structEi
0x0045edd0:0x0045ee52, _ZN3povL20SearchThroughObjectsEPNS_13Object_StructEPNS_19Light_Source_StructEb
0x0045ee60:0x0045fdf3, _ZN3povL20ShootPhotonsAtObjectEPNS_13Object_StructEPNS_19Light_Source_StructEi
0x0045fe00:0x0045fe2b, _ZN3povL9buildTreeEPNS_17photon_map_structE
0x0045fe30:0x0045ff61, _ZN3povL13savePhotonMapEv
0x0045ff70:0x0046014b, _ZN3pov16addSurfacePhotonEPdS0_PfS0_
0x00460150:0x00460249, _ZN3povL14AllocatePhotonEPNS_17photon_map_structE
0x00460250:0x00460449, _ZN3pov14addMediaPhotonEPdS0_Pfd
0x00460450:0x004604d6, _ZN3pov13gatherPhotonsEPddS0_S0_iPNS_17photon_map_structE
0x004604e0:0x00460742, _ZN3povL16gatherPhotonsRecEii
0x00460750:0x0046090c, _ZN3pov9ChooseRayEPNS_10Ray_StructEPdS1_S2_i
0x00460910:0x00460966, _ZN3povL7VUnpackEPdPKNS_8byte_xyzE
0x00460970:0x004609d4, _ZN3pov13GetPhotonStatEj
0x004609e0:0x00460a22, _ZN3povL12cubic_splineEddd
0x00460a30:0x00460bf9, _ZN3povL16sortAndSubdivideEiii
0x00460c00:0x00460e9a, _ZN3povL11halfSortRecEiiii
0x00460ea0:0x00460f13, _ZN3povL11swapPhotonsEii
0x00460f20:0x0046101b, _ZN3povL12FullPQInsertEPNS_13photon_structEd
0x00461020:0x004610a8, _ZN3povL8PQInsertEPNS_13photon_structEd
0x004610b0:0x004610fa, _ZN3pov14Create_PigmentEv
0x00461100:0x00461159, _ZN3pov12Copy_PigmentEPNS_14Pigment_StructE
0x00461160:0x0046118f, _ZN3pov15Destroy_PigmentEPNS_14Pigment_StructE
0x00461190:0x0046140a, _ZN3pov12Post_PigmentEPNS_14Pigment_StructE
0x00461410:0x00461743, _ZN3pov15Compute_PigmentEPfPNS_14Pigment_StructEPdPNS_10istk_entryE
0x00461750:0x00461892, _ZN3povL19Do_Average_PigmentsEPfPNS_14Pigment_StructEPdPNS_10istk_entryE
0x004618a0:0x00461e9b, _ZN3pov20Make_Pigment_EntriesEv
0x00461ea0:0x00461ec5, _ZN3pov20Make_Blend_Map_EntryERNS_15Blend_Map_EntryEfhfffff
0x00461ed0:0x00461f56, _ZN3povL23All_Plane_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00461f60:0x00461fcc, _ZN3povL12Inside_PlaneEPdPNS_13Object_StructE
0x00461fd0:0x00462011, _ZN3povL12Plane_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00462020:0x00462088, _ZN3povL10Copy_PlaneEPNS_13Object_StructE
0x00462090:0x004620f1, _ZN3povL15Translate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00462100:0x0046212c, _ZN3povL12Rotate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00462130:0x00462194, _ZN3povL11Scale_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004621a0:0x004621d5, _ZN3povL15Transform_PlaneEPNS_13Object_StructEPNS_16Transform_StructE
0x004621e0:0x0046220f, _ZN3povL12Invert_PlaneEPNS_13Object_StructE
0x00462210:0x00462230, _ZN3povL13Destroy_PlaneEPNS_13Object_StructE
0x00462230:0x004622d7, _ZN3pov12Create_PlaneEv
0x004622e0:0x00462336, _ZN3pov18Compute_Plane_BBoxEPNS_12Plane_StructE
0x00462340:0x00462464, _ZN3povL15Intersect_PlaneEPNS_10Ray_StructEPNS_12Plane_StructEPd
0x00462470:0x004624b9, _ZN3povL30All_Light_Source_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004624c0:0x004624de, _ZN3povL19Inside_Light_SourceEPdPNS_13Object_StructE
0x004624e0:0x004624f3, _ZN3povL19Light_Source_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00462500:0x00462513, _ZN3povL20Light_Source_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00462520:0x00462615, _ZN3povL17Copy_Light_SourceEPNS_13Object_StructE
0x00462620:0x0046267f, _ZN3povL22Translate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00462680:0x00462685, _ZN3povL19Rotate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00462690:0x00462695, _ZN3povL18Scale_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004626a0:0x00462760, _ZN3povL22Transform_Light_SourceEPNS_13Object_StructEPNS_16Transform_StructE
0x00462760:0x0046276f, _ZN3povL19Invert_Light_SourceEPNS_13Object_StructE
0x00462770:0x0046283d, _ZN3povL20Destroy_Light_SourceEPNS_13Object_StructE
0x00462840:0x004629d4, _ZN3pov19Create_Light_SourceEv
0x004629e0:0x00462a62, _ZN3pov17Create_Light_GridEii
0x00462a70:0x00462c9f, _ZN3pov15Attenuate_LightEPNS_19Light_Source_StructEPNS_10Ray_StructEd
0x00462ca0:0x00462ce2, _ZN3povL12cubic_splineEddd_0
0x00462cf0:0x00462ec5, _ZN3povL22All_Poly_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00462ed0:0x00462f26, _ZN3povL11Inside_PolyEPdPNS_13Object_StructE
0x00462f30:0x00462fea, _ZN3povL11Poly_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00462ff0:0x004630ac, _ZN3povL9Copy_PolyEPNS_13Object_StructE
0x004630b0:0x004630b5, _ZN3povL14Translate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004630c0:0x004630c5, _ZN3povL11Rotate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004630d0:0x004630d5, _ZN3povL10Scale_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004630e0:0x004630f6, _ZN3povL14Transform_PolyEPNS_13Object_StructEPNS_16Transform_StructE
0x00463100:0x00463105, _ZN3povL11Invert_PolyEPNS_13Object_StructE
0x00463110:0x00463151, _ZN3povL12Destroy_PolyEPNS_13Object_StructE
0x00463160:0x00463262, _ZN3pov11Create_PolyEi
0x00463270:0x004632c6, _ZN3pov17Compute_Poly_BBoxEPNS_11Poly_StructE
0x004632d0:0x0046333e, _ZN3povL16intersect_linearEPNS_10Ray_StructEPdS2_
0x00463340:0x00463585, _ZN3povL19intersect_quadraticEPNS_10Ray_StructEPdS2_
0x00463590:0x00463aa3, _ZN3povL9intersectEPNS_10Ray_StructEiPdiS2_
0x00463ab0:0x00463c04, _ZN3povL8binomialEii
0x00463c10:0x00463cc3, _ZN3povL7factor1EiPiS0_
0x00463cd0:0x00463d10, _ZN3povL10factor_outEiiPiS0_
0x00463d10:0x00463e65, _ZN3povL6insideEPdiS0_
0x00463e70:0x00464060, _ZN3povL7normal0EPdiS0_S0_
0x00464060:0x00464554, _ZN3povL7normal1EPdiS0_S0_
0x00464560:0x00464608, _ZN3pov14Create_PolygonEv
0x00464610:0x00464a7e, _ZN3pov15Compute_PolygonEPNS_14Polygon_StructEiPA3_d
0x00464a80:0x00464cc8, _ZN3povL20Compute_Polygon_BBoxEPNS_14Polygon_StructE
0x00464cd0:0x00464d56, _ZN3povL25All_Polygon_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00464d60:0x00464d63, _ZN3povL14Inside_PolygonEPdPNS_13Object_StructE
0x00464d70:0x00464d79, _ZN3povL14Polygon_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00464d80:0x00464df2, _ZN3povL12Copy_PolygonEPNS_13Object_StructE
0x00464e00:0x00464e05, _ZN3povL17Translate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00464e10:0x00464e15, _ZN3povL14Rotate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00464e20:0x00464e25, _ZN3povL13Scale_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00464e30:0x00464e8d, _ZN3povL17Transform_PolygonEPNS_13Object_StructEPNS_16Transform_StructE
0x00464e90:0x00464e91, _ZN3povL14Invert_PolygonEPNS_13Object_StructE
0x00464ea0:0x00464f0f, _ZN3povL15Destroy_PolygonEPNS_13Object_StructE
0x00464f10:0x0046502a, _ZN3povL17intersect_poylgonEPNS_10Ray_StructEPNS_14Polygon_StructEPd
0x00465030:0x00465133, _ZN3povL10in_polygonEiPA2_ddd
0x00465140:0x00465387, _ZN3pov16Solve_PolynomialEiPdS0_id
0x00465390:0x0046547a, _ZN3povL15solve_quadraticEPdS0_
0x00465480:0x00465550, _ZN3povL9polysolveEiPdS0_
0x00465550:0x00465757, _ZN3povL11solve_cubicEPdS0_
0x00465760:0x004657ee, _ZN3povL16difficult_coeffsEiPd
0x004657f0:0x00465b30, _ZN3povL13solve_quarticEPdS0_
0x00465b30:0x00465c48, _ZN3povL10buildsturmEiPNS_1pE
0x00465c50:0x00465d19, _ZN3povL13visible_rootsEiPNS_1pEPiS2_
0x00465d20:0x00465db9, _ZN3povL10numchangesEiPNS_1pEd
0x00465dc0:0x00465ff8, _ZN3povL7sbisectEiPNS_1pEddiiPd
0x00466000:0x004661b4, _ZN3povL4modpEPNS_1pES1_S1_
0x004661c0:0x004661f5, _ZN3povL8polyevalEdiPd
0x00466200:0x004663e4, _ZN3povL12regula_falsaEiPdddS0_
0x004663f0:0x00466474, _ZN3pov12BuildCommandEP9POVMSDatajPNS_9shelldataE
0x00466480:0x00466526, _ZN3pov15BuildRenderTimeEP9POVMSDatajiiii
0x00466530:0x00466d8c, _ZN3pov18BuildRenderOptionsEP9POVMSData
0x00466d90:0x00466dd5, _ZN3pov20BuildParseStatisticsEP9POVMSData
0x00466de0:0x004671e3, _ZN3pov21BuildRenderStatisticsEP9POVMSDataPx
0x004671f0:0x004671f8, _ZN3pov12AddStatisticEP9POVMSDatajPx
0x00467200:0x004672a5, _ZN3pov14AddOIStatisticEP9POVMSDataiPx
0x004672b0:0x004674fd, _ZN3pov13BuildProgressEP9POVMSDatai
0x00467500:0x00467796, _ZN3pov13Send_InitInfoEv
0x004677a0:0x00467855, _ZN3pov13Send_ProgressEPKci
0x00467860:0x0046793b, _ZN3pov19Send_ProgressUpdateEii
0x00467940:0x00467a30, _ZN3pov20Send_FrameStatisticsEv
0x00467a30:0x00467aa0, _ZN3pov20Send_ParseStatisticsEv
0x00467aa0:0x00467b16, _ZN3pov21Send_RenderStatisticsEb
0x00467b20:0x00467b90, _ZN3pov18Send_RenderOptionsEv
0x00467b90:0x00467c15, _ZN3pov18Send_RenderStartedEb
0x00467c20:0x00467d26, _ZN3pov15Send_RenderDoneEb
0x00467d30:0x00467d6e, _ZN3pov7MatchesEPKcS1_
0x00467d70:0x00467db9, _ZN3pov6IsTrueEPKc
0x00467dc0:0x00467e09, _ZN3pov7IsFalseEPKc
0x00467e10:0x00467ed8, _ZN3pov16SetCommandOptionEP9POVMSDatajPNS_9shelldataE
0x00467ee0:0x00469039, _ZN3pov21Receive_RenderOptionsEP9POVMSDataS1_iPv
0x00469040:0x0046905b, _ZN3pov17Receive_RenderAllEP9POVMSDataS1_iPv
0x00469060:0x00469109, _ZN3pov18Receive_RenderAreaEP9POVMSDataS1_iPv
0x00469110:0x00469141, _ZN3pov18Receive_RenderStopEP9POVMSDataS1_iPv
0x00469150:0x00469600, main
0x00469600:0x004696f2, _Z11povray_initv
0x00469700:0x004697c0, _Z16povray_cooperatev
0x004697c0:0x004697e3, _Z16povray_terminatev
0x004697f0:0x0046988d, _Z11povray_exiti
0x00469890:0x004698d5, _ZN3pov12Do_CooperateEi
0x004698e0:0x00469906, _Z23povray_getoutputcontextv
0x00469910:0x00469917, _ZN12pov_frontend14RenderFrontend8GetStateEv
0x00469920:0x00469941, _ZN3pov8mem_initEv
0x00469950:0x0046999d, _ZN3pov10pov_mallocEmPKciS1_
0x004699a0:0x00469a06, _ZN3povL8add_nodeEPNS_8mem_nodeE
0x00469a10:0x00469a6d, _ZN3pov10pov_callocEmmPKciS1_
0x00469a70:0x00469b16, _ZN3pov11pov_reallocEPvmPKciS2_
0x00469b20:0x00469b4a, _ZN3pov8pov_freeEPvPKci
0x00469b50:0x00469b8d, _ZN3povL11remove_nodeEPNS_8mem_nodeE
0x00469b90:0x00469b98, _ZN3pov8mem_markEv
0x00469ba0:0x00469bf2, _ZN3pov11mem_releaseEv
0x00469c00:0x00469c59, _ZN3pov15mem_release_allEv
0x00469c60:0x00469c9b, _ZN3pov10pov_strdupEPKc
0x00469ca0:0x00469d50, _ZN3pov11pov_memmoveEPvS0_m
0x00469d50:0x00469dd5, _ZN3pov18POV_Std_Split_TimeEdPjS0_Pd
0x00469de0:0x00469dff, _ZN3pov18closest_power_of_2Ej
0x00469e00:0x00469ebb, _ZN3pov25POVMSUtil_SetFormatStringEP9POVMSDatajPKcz
0x00469ec0:0x00469ec5, _ZN3pov19New_Checked_IStreamEPcj
0x00469ed0:0x00469ed5, _ZN3pov19New_Checked_OStreamEPcjb
0x00469ee0:0x00469f29, _ZN3pov11Locate_FileEPcjS0_b
0x00469f30:0x0046a1a7, _ZN3pov15Locate_FilenameEPcjb
0x0046a1b0:0x0046a3cb, _ZN3pov9PPM_ImageC2EPciiii
0x0046a3d0:0x0046a438, _ZN3pov9PPM_ImageD2Ev
0x0046a440:0x0046a452, _ZN3pov9PPM_ImageD0Ev
0x0046a460:0x0046a671, _ZN3pov9PPM_Image10Write_LineEPA5_f
0x0046a680:0x0046a924, _ZN3pov9PPM_Image9Read_LineEPA5_f
0x0046a930:0x0046b00a, _ZN3pov14Read_PPM_ImageEPNS_12Image_StructEPc
0x0046b010:0x0046b01c, _ZN3pov16Image_File_ClassC2Ev
0x0046b020:0x0046b02e, _ZN8pov_base7OStream5flushEv
0x0046b030:0x0046b03b, __clang_call_terminate
0x0046b040:0x0046b06b, _ZN8pov_base7OStream10Write_ByteEh
0x0046b070:0x0046b074, _ZN3pov9PPM_Image4LineEv
0x0046b080:0x0046b084, _ZN3pov9PPM_Image5WidthEv
