0x00402520:0x00402540, _ZN21POVMS_MessageReceiver17FunctionHandlerOO4CallER13POVMS_MessageS2_i.part.0
0x0047dfa0:0x0047e051, _ZN3pov18Send_RenderStartedEb
0x0047e060:0x0047e1d5, _ZN3pov15Send_RenderDoneEb
0x0047e1e0:0x0047e24e, _ZN3pov7MatchesEPKcS1_
0x0047e250:0x0047e29a, _ZN3pov6IsTrueEPKc
0x0047e2a0:0x0047e2ea, _ZN3pov7IsFalseEPKc
0x0047e2f0:0x0047e404, _ZN3pov16SetCommandOptionEP9POVMSDatajPNS_9shelldataE
0x0047e410:0x0047f788, _ZN3pov21Receive_RenderOptionsEP9POVMSDataS1_iPv
0x0047f790:0x0047f7ac, _ZN3pov17Receive_RenderAllEP9POVMSDataS1_iPv
0x0047f7b0:0x0047f888, _ZN3pov18Receive_RenderAreaEP9POVMSDataS1_iPv
0x0047f890:0x0047f8cd, _ZN3pov18Receive_RenderStopEP9POVMSDataS1_iPv
0x0047f8d0:0x0047f908, _ZN3pov12Do_CooperateEi.part.1
0x0047f910:0x0047fa25, _Z11povray_initv
0x0047fa30:0x0047fa59, _Z16povray_terminatev
0x0047fa60:0x0047fafa, _Z11povray_exiti
0x0047fb00:0x0047fbfb, _Z16povray_cooperatev
0x0047fc00:0x0047fc59, _Z23povray_getoutputcontextv
0x0047fc60:0x0047fc72, _ZN3pov12Do_CooperateEi
0x0047fc80:0x0047fca1, _ZN3pov8mem_initEv
0x0047fcb0:0x0047fd70, _ZN3pov10pov_mallocEmPKciS1_
0x0047fd80:0x0047fde6, _ZN3pov10pov_callocEmmPKciS1_
0x0047fdf0:0x0047fe54, _ZN3pov8pov_freeEPvPKci
0x0047fe60:0x0047ff28, _ZN3pov11pov_reallocEPvmPKciS2_
0x0047ff30:0x0047ff38, _ZN3pov8mem_markEv
0x0047ff40:0x00480002, _ZN3pov11mem_releaseEv
0x00480010:0x004800c1, _ZN3pov15mem_release_allEv
0x004800d0:0x004800fc, _ZN3pov10pov_strdupEPKc
0x00480100:0x004801d4, _ZN3pov11pov_memmoveEPvS0_m
0x004801e0:0x00480254, _ZN3pov18POV_Std_Split_TimeEdPjS0_Pd
0x00480260:0x00480282, _ZN3pov18closest_power_of_2Ej
0x00480290:0x0048038c, _ZN3pov25POVMSUtil_SetFormatStringEP9POVMSDatajPKcz
0x00480390:0x00480395, _ZN3pov19New_Checked_IStreamEPcj
0x004803a0:0x004803a8, _ZN3pov19New_Checked_OStreamEPcjb
0x004803b0:0x004807db, _ZN3pov15Locate_FilenameEPcjb
0x004807e0:0x00480834, _ZN3pov11Locate_FileEPcjS0_b
0x00480840:0x00480879, _ZN3pov9PPM_ImageD2Ev
0x00480880:0x00480892, _ZN3pov9PPM_ImageD0Ev
0x004808a0:0x00480bf0, _ZN3pov9PPM_Image10Write_LineEPA5_f
0x00480c00:0x00480fcf, _ZN3pov9PPM_Image9Read_LineEPA5_f
0x00480fd0:0x004811f4, _ZN3pov9PPM_ImageC2EPciiii
0x00481200:0x00481a6b, _ZN3pov14Read_PPM_ImageEPNS_12Image_StructEPc
0x00481a70:0x00481a74, _ZN3pov9PPM_Image4LineEv
0x00481a80:0x00481a84, _ZN3pov9PPM_Image5WidthEv
0x00481a90:0x00481a94, _ZN3pov9PPM_Image6HeightEv
0x00481aa0:0x00481aa5, _ZN3povL12Invert_PrismEPNS_13Object_StructE
0x00481ab0:0x00481b39, _ZN3povL13Destroy_PrismEPNS_13Object_StructE
0x00481b40:0x00481dfa, _ZN3povL12Prism_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00481e00:0x00481fe6, _ZN3povL8in_curveEPNS_12Prism_StructEdd
0x00481ff0:0x004820ee, _ZN3povL12Inside_PrismEPdPNS_13Object_StructE
0x004820f0:0x0048359e, _ZN3povL23All_Prism_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004835a0:0x004836e5, _ZN3pov12Create_PrismEv
0x004836f0:0x00483764, _ZN3povL10Copy_PrismEPNS_13Object_StructE
0x00483770:0x004837f7, _ZN3pov18Compute_Prism_BBoxEPNS_12Prism_StructE
0x00483800:0x00483816, _ZN3povL15Transform_PrismEPNS_13Object_StructEPNS_16Transform_StructE
0x00483820:0x00483839, _ZN3povL11Scale_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00483840:0x00483842, _ZN3povL12Rotate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00483850:0x00483852, _ZN3povL15Translate_PrismEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00483860:0x0048485c, _ZN3pov13Compute_PrismEPNS_12Prism_StructEPA2_d
0x00484860:0x004848e0, _ZN3povL14Inside_QuadricEPdPNS_13Object_StructE
0x004848e0:0x004849af, _ZN3povL14Invert_QuadricEPNS_13Object_StructE
0x004849b0:0x004849bf, _ZN3povL15Destroy_QuadricEPNS_13Object_StructE
0x004849c0:0x00484b82, _ZN3povL17Transform_QuadricEPNS_13Object_StructEPNS_16Transform_StructE
0x00484b90:0x00484b98, _ZN3povL13Scale_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00484ba0:0x00484cdc, _ZN3povL14Quadric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00484ce0:0x00484ce8, _ZN3povL14Rotate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00484cf0:0x00484cf8, _ZN3povL17Translate_QuadricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00484d00:0x0048515e, _ZN3povL25All_Quadric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00485160:0x00485276, _ZN3pov14Create_QuadricEv
0x00485280:0x00485299, _ZN3povL12Copy_QuadricEPNS_13Object_StructE
0x004852a0:0x004854ac, _ZN3pov21Compute_Plane_Min_MaxEPNS_12Plane_StructEPdS2_
0x004854b0:0x004894b0, _ZN3pov20Compute_Quadric_BBoxEPNS_14Quadric_StructEPdS2_
0x004894b0:0x004895e3, _ZN3pov12Iteration_z3EPdPNS_14Fractal_StructE
0x004895f0:0x00489713, _ZN3pov15Iteration_JuliaEPdPNS_14Fractal_StructE
0x00489720:0x004899b6, _ZN3pov14D_Iteration_z3EPdPNS_14Fractal_StructES0_
0x004899c0:0x00489c50, _ZN3pov17D_Iteration_JuliaEPdPNS_14Fractal_StructES0_
0x00489c50:0x00489ec6, _ZN3pov14Normal_Calc_z3EPdiPNS_14Fractal_StructE
0x00489ed0:0x0048a109, _ZN3pov17Normal_Calc_JuliaEPdiPNS_14Fractal_StructE
0x0048a110:0x0048a121, _ZN3pov13F_Bound_JuliaEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0048a130:0x0048a6c0, _ZN3povL15ra_average_nearEPNS_15ot_block_structEPv
0x0048a6c0:0x0048a829, _ZN3povL8ra_reuseEPdS0_Pf
0x0048a830:0x0048b7d2, _ZN3povL9ra_gatherEPdS0_S0_Pfd
0x0048b7e0:0x0048b94a, _ZN3pov15Compute_AmbientEPdS0_S0_Pfd
0x0048b950:0x0048bcc8, _ZN3pov25Initialize_Radiosity_CodeEv
0x0048bcd0:0x0048bf02, _ZN3pov27Deinitialize_Radiosity_CodeEv
0x0048bf10:0x0048bf1b, _ZN3pov25Initialize_Ray_ContainersEPNS_10Ray_StructEj
0x0048bf20:0x0048bf72, _ZN3pov19Copy_Ray_ContainersEPNS_10Ray_StructES1_
0x0048bf80:0x0048bfb1, _ZN3pov9Ray_EnterEPNS_10Ray_StructEPNS_15Interior_StructE
0x0048bfc0:0x0048bfff, _ZN3pov8Ray_ExitEPNS_10Ray_StructEi
0x0048c000:0x0048c028, _ZN3pov25Interior_In_Ray_ContainerEPNS_10Ray_StructEPNS_15Interior_StructE
0x0048c030:0x0048c6bb, _ZN3pov11FrameRenderEv
0x0048c6c0:0x0048c855, _ZN3pov9FrameLoopEv
0x0048c860:0x0048cb34, _ZN3pov23fix_up_rendering_windowEv
0x0048cb40:0x0048cea7, _ZN3pov23fix_up_animation_valuesEv
0x0048ceb0:0x0048d080, _ZN3pov17fix_up_scene_nameEv
0x0048d080:0x0048d737, _ZN3pov9init_varsEv
0x0048d740:0x0048d77d, _ZN3pov14variable_storeEi
0x0048d780:0x0048d7e5, _ZN3pov17destroy_librariesEv
0x0048d7f0:0x0048d8c5, _ZN3pov9close_allEv
0x0048d8d0:0x0048d93a, _ZN3povL13IsObjectInCSGEPNS_13Object_StructES1_
0x0048d940:0x0048da56, _ZN3povL35initialize_ray_container_state_treeEPNS_10Ray_StructEPNS_16BBox_Tree_StructE
0x0048da70:0x0048dafc, _ZN3povL21jitter_pixel_positionEiiPdS0_.part.0
0x0048db00:0x0048ddcf, _ZN3pov5TraceEPNS_10Ray_StructEPfd.part.1
0x0048ddd0:0x0048dfa2, _ZN3povL17jitter_camera_rayEPNS_10Ray_StructEi.constprop.4
0x0048dfb0:0x0048e919, _ZN3pov19Initialize_RendererEv
0x0048e920:0x0048eaf8, _ZN3pov18Terminate_RendererEv
0x0048eb00:0x0048eb6e, _ZN3pov16Check_User_AbortEi
0x0048eb70:0x0048ec37, _ZN3pov5TraceEPNS_10Ray_StructEPfd
0x0048ec40:0x0048ed98, _ZN3pov30initialize_ray_container_stateEPNS_10Ray_StructEi
0x0048eda0:0x00491437, _ZN3povL10create_rayEPNS_10Ray_StructEddi.constprop.3
0x00491440:0x004918cf, _ZN3povL10focal_blurEPNS_10Ray_StructEPfdd.constprop.2
0x004918d0:0x00491a4a, _ZN3pov11trace_pixelEiiPfS0_
0x00491a50:0x00491c2c, _ZN3pov28Start_Tracing_Mosaic_PreviewEii
0x00491c30:0x0049291b, _ZN3pov31Start_Tracing_Radiosity_PreviewEii
0x00492920:0x00492ac1, _ZN3povL21trace_ray_with_offsetEiiddPf
0x00492ad0:0x0049327f, _ZN3povL15trace_sub_pixelEiPPNS_12Pixel_StructEiiiiiiiPfi
0x00493280:0x004934f1, _ZN3povL11supersampleEPfii
0x00493500:0x00493961, _ZN3pov26Start_Non_Adaptive_TracingEv
0x00493970:0x004940d0, _ZN3pov22Start_Adaptive_TracingEv
0x004940d0:0x004941ac, _ZN3povL23Compensate_For_Alpha_AAEPfS0_
0x004941b0:0x004945b4, _ZN3pov23init_output_file_handleEv
0x004945c0:0x004945e7, _ZN3pov26destroy_output_file_handleEv
0x004945f0:0x0049477b, _ZN3pov22setup_output_file_nameEv
0x00494780:0x00494991, _ZN3pov46output_single_image_line_with_alpha_correctionEPA5_fi
0x004949a0:0x004949f8, _ZN3pov34output_prev_image_line_and_advanceEi
0x00494a00:0x00494aa9, _ZN3pov10plot_pixelEiiPf
0x00494ab0:0x00494be5, _ZN3pov10Open_ImageEiPciiii
0x00494bf0:0x00494e4a, _ZN3pov18Read_Rendered_PartEPc
0x00494e50:0x00494f10, _ZN3pov16open_output_fileEv
0x00494f10:0x00494f15, _ZN3povL10Invert_SorEPNS_13Object_StructE
0x00494f20:0x00494f98, _ZN3povL11Destroy_SorEPNS_13Object_StructE
0x00494fa0:0x004950be, _ZN3povL10Inside_SorEPdPNS_13Object_StructE
0x004950c0:0x00495386, _ZN3povL11Sor_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00495390:0x00495566, _ZN3povL10Sor_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00495570:0x0049569c, _ZN3povL8test_hitEPNS_10Sor_StructEPNS_10Ray_StructEPNS_13istack_structEddii.part.1
0x004956a0:0x00495dab, _ZN3povL21All_Sor_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00495db0:0x00495e9a, _ZN3pov10Create_SorEv
0x00495ea0:0x00495ee9, _ZN3povL8Copy_SorEPNS_13Object_StructE
0x00495ef0:0x00495f5e, _ZN3pov16Compute_Sor_BBoxEPNS_10Sor_StructE
0x00495f60:0x00495f76, _ZN3povL13Transform_SorEPNS_13Object_StructEPNS_16Transform_StructE
0x00495f80:0x00495f99, _ZN3povL9Scale_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00495fa0:0x00495fa2, _ZN3povL10Rotate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00495fb0:0x00495fb2, _ZN3povL13Translate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00495fc0:0x004968a2, _ZN3pov11Compute_SorEPNS_10Sor_StructEPA2_d
0x004968b0:0x0049690a, _ZN3povL13Inside_SphereEPdPNS_13Object_StructE
0x00496910:0x0049696d, _ZN3povL13Sphere_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00496970:0x00496975, _ZN3povL13Invert_SphereEPNS_13Object_StructE
0x00496980:0x00496a20, _ZN3povL16Inside_EllipsoidEPdPNS_13Object_StructE
0x00496a20:0x00496d0b, _ZN3povL14Sphere_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00496d10:0x00496e00, _ZN3povL16Ellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00496e00:0x00496e20, _ZN3pov14Destroy_SphereEPNS_13Object_StructE
0x00496e20:0x00496ee3, _ZN3pov16Intersect_SphereEPNS_10Ray_StructEPddS2_S2_
0x00496ef0:0x00497137, _ZN3povL24All_Sphere_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00497140:0x00497487, _ZN3povL27All_Ellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00497490:0x0049756f, _ZN3pov13Create_SphereEv
0x00497570:0x004975a6, _ZN3pov11Copy_SphereEPNS_13Object_StructE
0x004975b0:0x00497632, _ZN3pov19Compute_Sphere_BBoxEPNS_13Sphere_StructE
0x00497640:0x00497687, _ZN3pov16Transform_SphereEPNS_13Object_StructEPNS_16Transform_StructE
0x00497690:0x0049775b, _ZN3povL12Scale_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00497760:0x00497789, _ZN3povL13Rotate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00497790:0x004977dd, _ZN3povL16Translate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004977e0:0x004977fe, _ZN3povL19Sphere_Sweep_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00497800:0x00497805, _ZN3povL19Invert_Sphere_SweepEPNS_13Object_StructE
0x00497810:0x00497836, _ZN3povL11Comp_IsectsEPKvS1_
0x00497840:0x004978c3, _ZN3pov20Destroy_Sphere_SweepEPNS_13Object_StructE
0x004978d0:0x00497a22, _ZN3povL9bezier_01EiPdS0_bd.constprop.4
0x00497a30:0x00497f02, _ZN3povL19Inside_Sphere_SweepEPdPNS_13Object_StructE
0x00497f10:0x004980cf, _ZN3pov29Intersect_Sphere_Sweep_SphereEPNS_10Ray_StructEPNS_26Sphere_Sweep_Sphere_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x004980d0:0x00499a1c, _ZN3pov30Intersect_Sphere_Sweep_SegmentEPNS_10Ray_StructEPNS_27Sphere_Sweep_Segment_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x00499a20:0x00499b27, _ZN3pov19Create_Sphere_SweepEv
0x00499b30:0x00499ca4, _ZN3pov25Compute_Sphere_Sweep_BBoxEPNS_19Sphere_Sweep_StructE
0x00499cb0:0x00499cf0, _ZN3pov22Transform_Sphere_SweepEPNS_13Object_StructEPNS_16Transform_StructE
0x00499cf0:0x0049a4c3, _ZN3pov20Compute_Sphere_SweepEPNS_19Sphere_Sweep_StructE
0x0049a4d0:0x0049a58e, _ZN3pov17Copy_Sphere_SweepEPNS_13Object_StructE
0x0049a590:0x0049a660, _ZN3povL18Scale_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049a660:0x0049a6cb, _ZN3povL19Rotate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049a6d0:0x0049a74d, _ZN3povL22Translate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049a750:0x0049a86a, _ZN3pov17Find_Valid_PointsEPNS_35Sphere_Sweep_Intersection_StructureEiPNS_10Ray_StructE
0x0049a870:0x0049af2b, _ZN3povL30All_Sphere_Sweep_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0049af30:0x0049b203, _ZN3pov23Precompute_Cubic_CoeffsEPNS_13Spline_StructE
0x0049b210:0x0049b25c, _ZN3pov18linear_interpolateEPNS_12Spline_EntryEiid
0x0049b260:0x0049b370, _ZN3pov21quadratic_interpolateEPNS_12Spline_EntryEiid
0x0049b370:0x0049b407, _ZN3pov19natural_interpolateEPNS_12Spline_EntryEiid
0x0049b410:0x0049b50d, _ZN3pov23catmull_rom_interpolateEPNS_12Spline_EntryEiid
0x0049b510:0x0049b5be, _ZN3pov5findtEPNS_13Spline_StructEd
0x0049b5c0:0x0049b699, _ZN3pov6mkfreeEPNS_13Spline_StructEi
0x0049b6a0:0x0049b730, _ZN3pov13Create_SplineEi
0x0049b730:0x0049b7c1, _ZN3pov11Copy_SplineEPNS_13Spline_StructE
0x0049b7d0:0x0049b802, _ZN3pov14Destroy_SplineEPNS_13Spline_StructE
0x0049b810:0x0049ba4e, _ZN3pov19Insert_Spline_EntryEPNS_13Spline_StructEdPd
0x0049ba50:0x0049bf84, _ZN3pov14Get_Spline_ValEPNS_13Spline_StructEdPdPi
0x0049bf90:0x0049bfb2, _ZN3pov15init_statisticsEPx
0x0049bfc0:0x0049bfde, _ZN3pov14sum_statisticsEPxS0_
0x0049bfe0:0x0049bfe5, _ZN3povL21Invert_SuperellipsoidEPNS_13Object_StructE
0x0049bff0:0x0049c016, _ZN3povL9compdistsEPKvS1_
0x0049c020:0x0049c040, _ZN3povL22Destroy_SuperellipsoidEPNS_13Object_StructE
0x0049c040:0x0049c0ad, _ZN3povL5powerEdd
0x0049c0b0:0x0049c35a, _ZN3povL21Superellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0049c360:0x0049c3a9, _ZN3povL24Transform_SuperellipsoidEPNS_13Object_StructEPNS_16Transform_StructE
0x0049c3b0:0x0049c3b5, _ZN3povL20Scale_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049c3c0:0x0049c4a8, _ZN3povL10evaluate_gEddd
0x0049c4b0:0x0049c513, _ZN3povL23evaluate_superellipsoidEPdPNS_21Superellipsoid_StructE.isra.2
0x0049c520:0x0049c5a0, _ZN3povL21Inside_SuperellipsoidEPdPNS_13Object_StructE
0x0049c5a0:0x0049ca90, _ZN3povL10solve_hit1EPNS_21Superellipsoid_StructEdPddS2_S2_
0x0049ca90:0x0049cb81, _ZN3povL10insert_hitEPNS_13Object_StructEPNS_10Ray_StructEdPNS_13istack_structE.part.3
0x0049cb90:0x0049d5a1, _ZN3povL32All_Superellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0049d5b0:0x0049d5b8, _ZN3povL21Rotate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049d5c0:0x0049d5c8, _ZN3povL24Translate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0049d5d0:0x0049d6aa, _ZN3pov21Create_SuperellipsoidEv
0x0049d6b0:0x0049d6ef, _ZN3povL19Copy_SuperellipsoidEPNS_13Object_StructE
0x0049d6f0:0x0049d72b, _ZN3pov27Compute_Superellipsoid_BBoxEPNS_21Superellipsoid_StructE
0x0049d730:0x0049d813, _ZN3povL19convert_targa_colorEPNS_19Image_Colour_StructEjPh
0x0049d820:0x0049d859, _ZN3pov11Targa_ImageD2Ev
0x0049d860:0x0049d872, _ZN3pov11Targa_ImageD0Ev
0x0049d880:0x0049de4d, _ZN3pov11Targa_Image9Read_LineEPA5_f
0x0049de50:0x0049e451, _ZN3pov11Targa_ImageC2EPciiii
0x0049e460:0x0049e66e, _ZN3pov11Targa_Image11Write_PixelEdddd
0x0049e670:0x0049eb4e, _ZN3pov11Targa_Image10Write_LineEPA5_f
0x0049eb50:0x0049f534, _ZN3pov16Read_Targa_ImageEPNS_12Image_StructEPc
0x0049f540:0x0049f544, _ZN3pov11Targa_Image4LineEv
0x0049f550:0x0049f554, _ZN3pov11Targa_Image5WidthEv
0x0049f560:0x0049f564, _ZN3pov11Targa_Image6HeightEv
0x0049f570:0x0049f5f8, _ZN3pov17Free_Noise_TablesEv
0x0049f600:0x0049fdb9, _ZN3pov5NoiseEPdPNS_14Pattern_StructE
0x0049fdc0:0x004a03e9, _ZN3pov6DNoiseEPdS0_
0x004a03f0:0x004a0898, _ZN3pov16Initialize_NoiseEv
0x004a08a0:0x004a0a9f, _ZN3pov10TurbulenceEPdPNS_11Turb_StructEPNS_14Pattern_StructE
0x004a0aa0:0x004a0bdb, _ZN3pov11DTurbulenceEPdS0_PNS_11Turb_StructE
0x004a0be0:0x004a0c82, _ZN3pov9cycloidalEd
0x004a0c90:0x004a0d13, _ZN3pov13Triangle_WaveEd
0x004a0d20:0x004a0d81, _ZN3pov18Transform_TexturesEPNS_14Texture_StructEPNS_16Transform_StructE
0x004a0d90:0x004a0e6a, _ZN3pov13Create_FinishEv
0x004a0e70:0x004a0f03, _ZN3pov11Copy_FinishEPNS_13Finish_StructE
0x004a0f10:0x004a0f83, _ZN3pov14Create_TextureEv
0x004a0f90:0x004a0f9e, _ZN3pov20Copy_Texture_PointerEPNS_14Texture_StructE
0x004a0fa0:0x004a10eb, _ZN3pov13Copy_TexturesEPNS_14Texture_StructE
0x004a10f0:0x004a11db, _ZN3pov16Destroy_TexturesEPNS_14Texture_StructE
0x004a11e0:0x004a1325, _ZN3pov13Post_TexturesEPNS_14Texture_StructE
0x004a1330:0x004a13fa, _ZN3pov12Test_OpacityEPNS_14Texture_StructE
0x004a1400:0x004a141e, _ZN3pov8POV_RANDEv
0x004a1420:0x004a1427, _ZN3pov16POV_GET_OLD_RANDEv
0x004a1430:0x004a1437, _ZN3pov9POV_SRANDEi
0x004a1440:0x004a14a2, _ZN3povL12Inc_CS_IndexEv
0x004a14b0:0x004a14e8, _ZN3povL16Check_Macro_VersEv
0x004a14f0:0x004a1577, _ZN3povL13Add_Sym_TableEPKc
0x004a1580:0x004a15a4, _ZN3povL11Echo_ungetcEi
0x004a15b0:0x004a1636, _ZN3povL11Find_SymbolEiPc
0x004a1640:0x004a1712, _ZN3povL16Parse_InitalizerEiiPNS_16Pov_Array_StructE
0x004a1720:0x004a179f, _ZN3povL9Echo_getcEv
0x004a17a0:0x004a17de, _ZN3povL11Skip_SpacesEv
0x004a17e0:0x004a184f, _ZN3povL16Parse_C_CommentsEv
0x004a1850:0x004a196d, _ZN3pov18pre_init_tokenizerEv
0x004a1970:0x004a197b, _ZN3pov11Unget_TokenEv
0x004a1980:0x004a1c6d, _ZN3pov20Parse_String_LiteralEv
0x004a1c70:0x004a1cf3, _ZN3pov13Where_WarningEP9POVMSData
0x004a1d00:0x004a1d05, _ZN3pov11Where_ErrorEP9POVMSData
0x004a1d10:0x004a1e94, _ZN3pov12Open_IncludeEv
0x004a1ea0:0x004a1f0a, _ZN3pov12Create_EntryEiPKci
0x004a1f10:0x004a1f8b, _ZN3pov13Destroy_EntryEiPNS_15Sym_Table_EntryE
0x004a1f90:0x004a2011, _ZN3povL13Destroy_TableEi
0x004a2020:0x004a21d4, _ZN3pov19Terminate_TokenizerEv
0x004a21e0:0x004a2280, _ZN3povL17Return_From_MacroEv
0x004a2280:0x004a234a, _ZN3povL13Remove_SymbolEiPcbPPvi.part.3
0x004a2350:0x004a23d1, _ZN3povL13Remove_SymbolEiPcbPPvi
0x004a23e0:0x004a244d, _ZN3pov10Add_SymbolEiPKci
0x004a2450:0x004a2637, _ZN3pov20Initialize_TokenizerEv
0x004a2640:0x004a26e4, _ZN3pov13Destroy_MacroEPNS_16Pov_Macro_StructE
0x004a26f0:0x004a292d, _ZN3pov17Parse_Ifdef_ParamEv
0x004a2930:0x004a4681, _ZN3pov15Parse_DirectiveEi
0x004a4690:0x004a6041, _ZN3pov9Get_TokenEv.part.4
0x004a6050:0x004a6083, _ZN3pov9Get_TokenEv
0x004a6090:0x004a646e, _ZN3povL12Invoke_MacroEv
0x004a6470:0x004a68d8, _ZN3povL16Parse_Read_ValueEPNS_16Data_File_StructEiPiPPv
0x004a68e0:0x004a69a5, _ZN3povL11Skip_TokensENS_9cond_typeE
0x004a69b0:0x004a6c0c, _ZN3pov19Parse_Array_DeclareEv
0x004a6c20:0x004a6d6e, _ZN3pov13IncludeHeaderEPc
0x004a6d70:0x004a6d75, _ZN3povL12Invert_TorusEPNS_13Object_StructE
0x004a6d80:0x004a6da0, _ZN3povL13Destroy_TorusEPNS_13Object_StructE
0x004a6da0:0x004a6e4b, _ZN3povL12Inside_TorusEPdPNS_13Object_StructE
0x004a6e50:0x004a6fa1, _ZN3povL12Torus_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a6fb0:0x004a70a4, _ZN3povL13Torus_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a70b0:0x004a7180, _ZN3pov12Create_TorusEv
0x004a7180:0x004a71bf, _ZN3povL10Copy_TorusEPNS_13Object_StructE
0x004a71c0:0x004a7227, _ZN3pov18Compute_Torus_BBoxEPNS_12Torus_StructE
0x004a7230:0x004a7246, _ZN3povL15Transform_TorusEPNS_13Object_StructEPNS_16Transform_StructE
0x004a7250:0x004a7269, _ZN3povL11Scale_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a7270:0x004a7272, _ZN3povL12Rotate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a7280:0x004a7282, _ZN3povL15Translate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a7290:0x004a7643, _ZN3pov19Test_Thick_CylinderEPdS0_dddd
0x004a7650:0x004a7b3e, _ZN3povL23All_Torus_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a7b40:0x004a7b43, _ZN3povL15Inside_TriangleEPdPNS_13Object_StructE
0x004a7b50:0x004a7b74, _ZN3povL15Triangle_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a7b80:0x004a7b82, _ZN3povL22Invert_Smooth_TriangleEPNS_13Object_StructE
0x004a7b90:0x004a7b9f, _ZN3povL16Destroy_TriangleEPNS_13Object_StructE
0x004a7ba0:0x004a7f73, _ZN3povL26All_Triangle_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a7f80:0x004a7f82, _ZN3povL15Invert_TriangleEPNS_13Object_StructE
0x004a7f90:0x004a8178, _ZN3povL22Smooth_Triangle_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a8180:0x004a82a7, _ZN3pov15Create_TriangleEv
0x004a82b0:0x004a82c9, _ZN3povL13Copy_TriangleEPNS_13Object_StructE
0x004a82d0:0x004a843f, _ZN3pov22Create_Smooth_TriangleEv
0x004a8440:0x004a8459, _ZN3povL20Copy_Smooth_TriangleEPNS_13Object_StructE
0x004a8460:0x004a8557, _ZN3pov21Compute_Triangle_BBoxEPNS_15Triangle_StructE
0x004a8560:0x004a8ba7, _ZN3pov16Compute_TriangleEPNS_15Triangle_StructEi
0x004a8bb0:0x004a8c02, _ZN3povL18Transform_TriangleEPNS_13Object_StructEPNS_16Transform_StructE.part.1
0x004a8c10:0x004a8c22, _ZN3povL18Transform_TriangleEPNS_13Object_StructEPNS_16Transform_StructE
0x004a8c30:0x004a8c42, _ZN3povL15Rotate_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a8c50:0x004a8d21, _ZN3povL14Scale_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
