0x004027f0:0x0040299f, S_require_tie_mod
0x0053df60:0x0053e6b0, Perl__swash_to_invlist
0x0053e6b0:0x0053f2bb, Perl__core_swash_init
0x0053f2c0:0x0053f9df, Perl__is_utf8_xidstart
0x0053f9e0:0x0053ffde, Perl_to_utf8_case
0x0053ffe0:0x00540264, Perl__to_utf8_upper_flags
0x00540270:0x005404f4, Perl__to_utf8_title_flags
0x00540500:0x00540650, Perl__to_utf8_lower_flags
0x00540650:0x00540ae7, Perl__to_utf8_fold_flags
0x00540af0:0x0054107f, Perl__to_uni_fold_flags
0x00541080:0x0054109a, Perl_swash_init
0x005410a0:0x00541835, Perl__is_uni_perl_idstart
0x00541840:0x00541fd5, Perl__is_uni_perl_idcont
0x00541fe0:0x0054273f, Perl__is_uni_FOO
0x00542740:0x00542e6f, Perl__is_utf8_idcont
0x00542e70:0x0054359f, Perl__is_utf8_mark
0x005435a0:0x00543ccf, Perl__is_utf8_xidcont
0x00543cd0:0x005443ef, Perl__is_utf8_FOO
0x005443f0:0x00544b4f, Perl__is_utf8_perl_idcont
0x00544b50:0x005452af, Perl__is_utf8_perl_idstart
0x005452b0:0x005454d6, Perl__is_utf8_idstart
0x005454e0:0x00545a8f, Perl_to_uni_title
0x00545a90:0x0054603f, Perl_to_uni_upper
0x00546040:0x0054655b, Perl_to_uni_lower
0x00546560:0x005465b7, Perl__get_swash_invlist
0x005465c0:0x00546890, Perl_check_utf8_print
0x00546890:0x00546faa, Perl_pv_uni_display
0x00546fb0:0x00546fea, Perl_sv_uni_display
0x00546ff0:0x005474f0, Perl_foldEQ_utf8_flags
0x005474f0:0x005477ee, Perl_uvuni_to_utf8
0x005477f0:0x00547fa8, Perl_utf8n_to_uvuni
0x00547fb0:0x00548435, Perl_uvuni_to_utf8_flags
0x00548440:0x00548448, sig_trap
0x00548450:0x005484ec, S_gv_has_usable_name
0x005484f0:0x0054885f, Perl_closest_cop_0
0x00548860:0x00548c1d, S_invoke_exception_hook
0x00548c20:0x00548cbb, Perl_safesysmalloc
0x00548cc0:0x00548d7b, Perl_safesysrealloc
0x00548d80:0x00548d92, Perl_safesysfree
0x00548da0:0x00548da5, Perl_malloc
0x00548db0:0x00548db5, Perl_calloc
0x00548dc0:0x00548dc5, Perl_realloc
0x00548dd0:0x00548dd5, Perl_mfree
0x00548de0:0x00548e4c, Perl_delimcpy
0x00548e50:0x00548e55, Perl_instr
0x00548e60:0x00548edd, Perl_ninstr
0x00548ee0:0x00548f60, Perl_rninstr
0x00548f60:0x00549320, Perl_fbm_compile
0x00549320:0x00549807, Perl_fbm_instr
0x00549810:0x0054984b, Perl_foldEQ
0x00549850:0x0054988b, Perl_foldEQ_latin1
0x00549890:0x005498cb, Perl_foldEQ_locale
0x005498d0:0x005499a3, Perl_savepv
0x005499b0:0x00549a9b, Perl_savepvn
0x00549aa0:0x00549b53, Perl_savesharedpv
0x00549b60:0x00549c0b, Perl_savesharedpvn
0x00549c10:0x00549d30, Perl_savesvpv
0x00549d30:0x00549e40, Perl_savesharedsvpv
0x00549e40:0x00549e93, Perl_closest_cop
0x00549ea0:0x00549fa1, Perl_write_to_stderr
0x00549fb0:0x0054a03b, Perl_croak_no_mem
0x0054a040:0x0054a619, Perl_vmess
0x0054a620:0x0054a790, Perl_croak
0x0054a790:0x0054a8a6, Perl_safesyscalloc
0x0054a8b0:0x0054a8c1, Perl_croak_no_modify
0x0054a8d0:0x0054ab53, Perl_form
0x0054ab60:0x0054ad2e, Perl_vform
0x0054ad30:0x0054b220, Perl_mess_sv
0x0054b220:0x0054b2d3, Perl_vcroak
0x0054b2e0:0x0054b458, Perl_die
0x0054b460:0x0054b961, Perl_die_sv
0x0054b970:0x0054bfd9, Perl_mess
0x0054bfe0:0x0054c4e1, Perl_croak_sv
0x0054c4f0:0x0054c54b, Perl_croak_popstack
0x0054c550:0x0054c873, Perl_warn_sv
0x0054c880:0x0054ce69, Perl_vwarn
0x0054ce70:0x0054d4e9, Perl_warn
0x0054d4f0:0x0054d8c0, Perl_warner
0x0054d8c0:0x0054dfc6, Perl_vwarner
0x0054dfd0:0x0054e0dd, Perl_ck_warner
0x0054e0e0:0x0054e1da, Perl_ck_warner_d
0x0054e1e0:0x0054e2d8, Perl_ck_warner_0
0x0054e2e0:0x0054e3d3, Perl_ck_warner_1
0x0054e3e0:0x0054e43b, Perl_ckwarn
0x0054e440:0x0054e492, Perl_ckwarn_d
0x0054e4a0:0x0054e5a5, Perl_new_warnings_bitfield
0x0054e5b0:0x0054ec18, Perl_my_setenv
0x0054ec20:0x0054efce, Perl_my_popen_list
0x0054efd0:0x0054f415, Perl_my_popen
0x0054f420:0x0054f422, Perl_atfork_lock
0x0054f430:0x0054f432, Perl_atfork_unlock
0x0054f440:0x0054f445, Perl_my_fork
0x0054f450:0x0054f483, dup2
0x0054f490:0x0054f495, Perl_rsignal
0x0054f4a0:0x0054f4eb, Perl_rsignal_state
0x0054f4f0:0x0054f50a, Perl_rsignal_save
0x0054f510:0x0054f52d, Perl_rsignal_restore
0x0054f530:0x0054f6ba, Perl_my_pclose
0x0054f6c0:0x0054f71a, Perl_wait4pid
0x0054f720:0x0054f85c, Perl_repeatcpy
0x0054f860:0x0054f9cc, Perl_same_dirent
0x0054f9d0:0x0054ffdf, Perl_find_script
0x0054ffe0:0x0054ffe3, Perl_get_context
0x0054fff0:0x0054fff2, Perl_set_context
0x00550000:0x00550006, Perl_get_op_names
0x00550010:0x00550016, Perl_get_op_descs
0x00550020:0x00550026, Perl_get_no_modify
0x00550030:0x00550036, Perl_get_opargs
0x00550040:0x00550046, Perl_get_ppaddr
0x00550050:0x0055007c, Perl_getenv_len
0x00550080:0x0055009b, Perl_get_vtbl
0x005500a0:0x005500a7, Perl_my_fflush_all
0x005500b0:0x00550177, Perl_report_wrongway_fh
0x00550180:0x005504be, Perl_report_evil_fh
0x005504c0:0x0055053e, Perl_init_tm
0x00550540:0x0055086a, Perl_mini_mktime
0x00550870:0x00550880, Perl_my_strftime
0x00550890:0x0055092b, Perl_getcwd_sv
0x00550930:0x00550fdb, Perl_prescan_version
0x00550fe0:0x005516dd, Perl_scan_version
0x005516e0:0x00551744, Perl_vverify
0x00551750:0x00551abd, Perl_vnumify
0x00551ac0:0x00551d32, Perl_vnormal
0x00551d40:0x00551e26, Perl_vstringify
0x00551e30:0x005521ca, Perl_vcmp
0x005521d0:0x005521d6, Perl_my_socketpair
0x005521e0:0x005521e2, Perl_sv_nosharing
0x005521f0:0x005521f6, Perl_sv_destroyable
0x00552200:0x005523e2, Perl_parse_unicode_opts
0x005523f0:0x005523f6, Perl_seed
0x00552400:0x00552415, Perl_get_hash_seed
0x00552420:0x00552503, Perl_my_snprintf
0x00552510:0x00552bcd, Perl_upg_version
0x00552bd0:0x00552f43, Perl_new_version
0x00552f50:0x00552fcb, Perl_my_vsnprintf
0x00552fd0:0x005530c6, Perl_my_clearenv
0x005530d0:0x0055358c, Perl_xs_handshake
0x00553590:0x005535f9, Perl_my_strlcat
0x00553600:0x00553653, Perl_my_strlcpy
0x00553660:0x005538ec, Perl_get_db_sub
0x005538f0:0x0055391e, Perl_my_dirfd
0x00553920:0x0055396b, Perl_get_re_arg
0x00553970:0x00553981, Perl_drand48_init_r
0x00553990:0x005539c5, Perl_drand48_r
0x005539d0:0x005539d2, Perl_reentrant_size
0x005539e0:0x005539e2, Perl_reentrant_init
0x005539f0:0x005539f2, Perl_reentrant_free
0x00553a00:0x00553a3a, Perl_reentrant_retry
0x00553a40:0x00553bcd, S_mro_clean_isarev
0x00553bd0:0x00554ec9, S_mro_gather_and_rename
0x00554ed0:0x00554f34, Perl_mro_get_private_data
0x00554f40:0x00555009, Perl_mro_set_private_data
0x00555010:0x005556cb, S_mro_get_linear_isa_dfs
0x005556d0:0x00555714, Perl_mro_get_from_name
0x00555720:0x005557a2, Perl_mro_register
0x005557b0:0x005557eb, Perl_mro_meta_init
0x005557f0:0x00555bbd, Perl_mro_get_linear_isa
0x00555bc0:0x005563f2, Perl_mro_isa_changed_in
0x00556400:0x005568ce, Perl_mro_package_moved
0x005568d0:0x00556bf9, Perl_mro_method_changed_in
0x00556c00:0x00556c97, XS_mro_method_changed_in
0x00556ca0:0x00556d2f, Perl_mro_set_mro
0x00556d40:0x00556dda, Perl_boot_core_mro
0x00556de0:0x00556dea, Perl_ref
0x00556df0:0x00556df7, Perl_sv_unref
0x00556e00:0x00556e11, Perl_sv_taint
0x00556e20:0x00556e2a, Perl_sv_2iv
0x00556e30:0x00556e3a, Perl_sv_2uv
0x00556e40:0x00556e4a, Perl_sv_2nv
0x00556e50:0x00556e5a, Perl_sv_2pv
0x00556e60:0x00556e6c, Perl_sv_2pv_nolen
0x00556e70:0x00556e77, Perl_sv_2pvbyte_nolen
0x00556e80:0x00556e87, Perl_sv_2pvutf8_nolen
0x00556e90:0x00556e97, Perl_sv_force_normal
0x00556ea0:0x00556eaa, Perl_sv_setsv
0x00556eb0:0x00556eba, Perl_sv_catpvn
0x00556ec0:0x00556eca, Perl_sv_catpvn_mg
0x00556ed0:0x00556eda, Perl_sv_catsv
0x00556ee0:0x00556eea, Perl_sv_catsv_mg
0x00556ef0:0x00556f1a, Perl_sv_iv
0x00556f20:0x00556f4a, Perl_sv_uv
0x00556f50:0x00556f6a, Perl_sv_nv
0x00556f70:0x00556f92, Perl_sv_pvn
0x00556fa0:0x00556fbf, Perl_sv_pvn_nomg
0x00556fc0:0x00556fdc, Perl_sv_pv
0x00556fe0:0x00556fea, Perl_sv_pvn_force
0x00556ff0:0x00557026, Perl_sv_pvbyte
0x00557030:0x00557076, Perl_sv_pvbyten
0x00557080:0x005570b6, Perl_sv_pvutf8
0x005570c0:0x0055710e, Perl_sv_pvutf8n
0x00557110:0x0055711c, Perl_sv_utf8_upgrade
0x00557120:0x005571d9, Perl_fprintf_nocontext
0x005571e0:0x005572ae, Perl_printf_nocontext
0x005572b0:0x005572b9, Perl_huge
0x005572c0:0x005572db, Perl_gv_fullname
0x005572e0:0x005572fb, Perl_gv_efullname
0x00557300:0x0055730a, Perl_gv_fullname3
0x00557310:0x0055731a, Perl_gv_efullname3
0x00557320:0x0055732a, Perl_gv_fetchmethod
0x00557330:0x00557337, Perl_hv_iternext
0x00557340:0x0055734a, Perl_hv_magic
0x00557350:0x00557366, Perl_do_open
0x00557370:0x0055738a, Perl_do_open9
0x00557390:0x0055739a, Perl_do_binmode
0x005573a0:0x005573aa, Perl_do_aexec
0x005573b0:0x005573b5, Perl_init_i18nl14n
0x005573c0:0x005573c7, Perl_is_utf8_string_loc
0x005573d0:0x005573d2, Perl_sv_nolocking
0x005573e0:0x005573e2, Perl_sv_nounlocking
0x005573f0:0x00557465, Perl_save_long
0x00557470:0x005574e5, Perl_save_iv
0x005574f0:0x00557547, Perl_save_nogv
0x00557550:0x00557644, Perl_save_list
0x00557650:0x0055765a, Perl_sv_usepvn_mg
0x00557660:0x00557667, Perl_sv_usepvn
0x00557670:0x0055767d, Perl_unpack_str
0x00557680:0x00557685, Perl_pack_cat
0x00557690:0x005576ad, Perl_hv_store_ent
0x005576b0:0x005576d4, Perl_hv_exists_ent
0x005576e0:0x00557705, Perl_hv_fetch_ent
0x00557710:0x0055772e, Perl_hv_delete_ent
0x00557730:0x00557758, Perl_hv_store_flags
0x00557760:0x0055779d, Perl_hv_store
0x005577a0:0x005577dd, Perl_hv_exists
0x005577e0:0x0055781d, Perl_hv_fetch
0x00557820:0x0055785d, Perl_hv_delete
0x00557860:0x0055786a, Perl_newAV
0x00557870:0x0055787a, Perl_newHV
0x00557880:0x0055788b, Perl_sv_insert
0x00557890:0x0055789a, Perl_save_freesv
0x005578a0:0x005578aa, Perl_save_mortalizesv
0x005578b0:0x005578be, Perl_save_freeop
0x005578c0:0x005578ca, Perl_save_freepv
0x005578d0:0x005578e1, Perl_save_op
0x005578f0:0x005578f7, Perl_gv_SVadd
0x00557900:0x0055790a, Perl_gv_AVadd
0x00557910:0x0055791a, Perl_gv_HVadd
0x00557920:0x0055792a, Perl_gv_IOadd
0x00557930:0x0055793a, Perl_newIO
0x00557940:0x0055794a, Perl_my_stat
0x00557950:0x0055795a, Perl_my_lstat
0x00557960:0x0055796a, Perl_sv_eq
0x00557970:0x0055797a, Perl_sv_2bool
0x00557980:0x00557993, Perl_custom_op_name
0x005579a0:0x005579b3, Perl_custom_op_desc
0x005579c0:0x005579cd, Perl_newSUB
0x005579d0:0x005579da, Perl_to_utf8_fold
0x005579e0:0x005579e7, Perl_to_utf8_lower
0x005579f0:0x005579f7, Perl_to_utf8_title
0x00557a00:0x00557a07, Perl_to_utf8_upper
0x00557a10:0x00557a1a, Perl_sv_mortalcopy
0x00557a20:0x00557a27, Perl_sv_copypv
0x00557a30:0x00557a34, NATIVE_TO_NEED
0x00557a40:0x00557a44, ASCII_TO_NEED
0x00557a50:0x00557ab3, Perl_isIDFIRST_lazy
0x00557ac0:0x00557b2a, Perl_isALNUM_lazy
0x00557b30:0x00557b5a, Perl_is_uni_alnum
0x00557b60:0x00557b8a, Perl_is_uni_alnumc
0x00557b90:0x00557bbd, Perl_is_uni_alpha
0x00557bc0:0x00557bc8, Perl_is_uni_ascii
0x00557bd0:0x00557c4f, Perl_is_uni_blank
0x00557c50:0x00557cf0, Perl_is_uni_space
0x00557cf0:0x00557d1d, Perl_is_uni_digit
0x00557d20:0x00557d4d, Perl_is_uni_upper
0x00557d50:0x00557d7d, Perl_is_uni_lower
0x00557d80:0x00557d9d, Perl_is_uni_cntrl
0x00557da0:0x00557dcd, Perl_is_uni_graph
0x00557dd0:0x00557dfd, Perl_is_uni_print
0x00557e00:0x00557e2d, Perl_is_uni_punct
0x00557e30:0x00557e86, Perl_is_uni_xdigit
0x00557e90:0x00557eda, Perl_is_uni_alnum_lc
0x00557ee0:0x00557f1d, Perl_is_uni_alnumc_lc
0x00557f20:0x00557f65, Perl_is_uni_idfirst_lc
0x00557f70:0x00557fad, Perl_is_uni_alpha_lc
0x00557fb0:0x00557fb8, Perl_is_uni_ascii_lc
0x00557fc0:0x0055805e, Perl_is_uni_blank_lc
0x00558060:0x0055810f, Perl_is_uni_space_lc
0x00558110:0x0055814d, Perl_is_uni_digit_lc
0x00558150:0x00558193, Perl_is_uni_idfirst
0x005581a0:0x005581a5, Perl_is_utf8_idfirst
0x005581b0:0x005581b5, Perl_is_utf8_xidfirst
0x005581c0:0x005581c5, Perl_is_utf8_idcont
0x005581d0:0x005581d5, Perl_is_utf8_xidcont
0x005581e0:0x0055821d, Perl_is_uni_upper_lc
0x00558220:0x0055825d, Perl_is_uni_lower_lc
0x00558260:0x0055828d, Perl_is_uni_cntrl_lc
0x00558290:0x005582cd, Perl_is_uni_graph_lc
0x005582d0:0x0055830d, Perl_is_uni_print_lc
0x00558310:0x0055834d, Perl_is_uni_punct_lc
0x00558350:0x005583b0, Perl_is_uni_xdigit_lc
0x005583b0:0x005583ef, Perl_to_uni_upper_lc
0x005583f0:0x0055842f, Perl_to_uni_title_lc
0x00558430:0x0055846f, Perl_to_uni_lower_lc
0x00558470:0x005584ba, Perl_is_utf8_alnum
0x005584c0:0x0055850d, Perl_is_utf8_alnumc
0x00558510:0x0055855d, Perl_is_utf8_alpha
0x00558560:0x00558569, Perl_is_utf8_ascii
0x00558570:0x00558613, Perl_is_utf8_blank
0x00558620:0x005586d1, Perl_is_utf8_space
0x005586e0:0x005586f8, Perl_is_utf8_perl_space
0x00558700:0x00558718, Perl_is_utf8_perl_word
0x00558720:0x00558755, Perl_is_utf8_digit
0x00558760:0x00558770, Perl_is_utf8_posix_digit
0x00558770:0x005587bd, Perl_is_utf8_upper
0x005587c0:0x0055880d, Perl_is_utf8_lower
0x00558810:0x0055884d, Perl_is_utf8_cntrl
0x00558850:0x0055889d, Perl_is_utf8_graph
0x005588a0:0x005588ed, Perl_is_utf8_print
0x005588f0:0x0055893d, Perl_is_utf8_punct
0x00558940:0x005589a0, Perl_is_utf8_xdigit
0x005589a0:0x005589a5, Perl_is_utf8_mark
0x005589b0:0x00558b2c, Perl_is_utf8_char
0x00558b30:0x00558c94, Perl_is_utf8_char_buf
0x00558ca0:0x00558ca5, Perl_valid_utf8_to_uvuni
0x00558cb0:0x00558ce6, Perl_utf8_to_uvchr
0x00558cf0:0x00558cf5, Perl_utf8_to_uvuni
0x00558d00:0x00558d14, Perl_pad_compname_type
0x00558d20:0x00558d62, spec_srand
0x00558d70:0x00558db2, spec_init_genrand
0x00558dc0:0x00558efc, spec_init_by_array
0x00558f00:0x0055908d, spec_genrand_int32
0x00559090:0x00559099, spec_lrand48
0x005590a0:0x005590e2, spec_rand
0x005590f0:0x005590f9, spec_genrand_int31
0x00559100:0x00559142, spec_genrand_real1
0x00559150:0x00559192, spec_genrand_real2
0x005591a0:0x005591e3, spec_genrand_real3
0x005591f0:0x0055922c, spec_genrand_res53
0x00559230:0x00559289, XS_Cwd_CLONE
0x00559290:0x0055951b, THX_unix_canonpath
0x00559520:0x0055966c, XS_File__Spec__Unix__fn_catfile
0x00559670:0x005596e0, XS_File__Spec__Unix__fn_canonpath
0x005596e0:0x0055977a, XS_File__Spec__Unix_canonpath
0x00559790:0x00559875, XS_File__Spec__Unix__fn_catdir
0x00559880:0x00559c3f, XS_File__Spec__Unix_catfile
0x00559c40:0x0055a0e5, XS_Cwd_abs_path
0x0055a0f0:0x0055a1e7, XS_Cwd_getcwd
0x0055a1f0:0x0055a40a, XS_File__Spec__Unix_catdir
0x0055a410:0x0055a507, boot_Cwd
0x0055a510:0x0055a5b9, XS_Data__Dumper__vstring
0x0055a5c0:0x0055a6c4, sv_x
0x0055a6d0:0x0055ad3f, esc_q_utf8
0x0055ad40:0x0055e452, DD_dump
0x0055e460:0x0055fd0a, XS_Data__Dumper_Dumpxs
0x0055fd10:0x0055fd6c, boot_Data__Dumper
0x0055fd70:0x0055fed5, S_ck_dump
0x0055fee0:0x0055ffd1, XS_Devel__Peek_runops_debug
0x0055ffe0:0x00560258, XS_Devel__Peek_Dump
0x00560260:0x0056031d, XS_Devel__Peek_CvGV
0x00560320:0x0056062a, XS_Devel__Peek_DumpArray
0x00560640:0x00560bdb, XS_Devel__Peek_DeadCode
0x00560be0:0x00560ced, XS_Devel__Peek_SvREFCNT
0x00560cf0:0x00560d7a, XS_Devel__Peek_DumpProg
0x00560d80:0x00560e00, XS_Devel__Peek_mstats2hash
0x00560e20:0x00560ea0, XS_Devel__Peek_mstats_fillhash
0x00560ec0:0x00560f87, XS_Devel__Peek_mstat
0x00560f90:0x00561010, XS_Devel__Peek_fill_mstats
0x00561030:0x00561288, S_pp_dump
0x00561290:0x005613b0, boot_Devel__Peek
0x005613b0:0x00561c6e, MD5Transform
0x00561c70:0x00561e72, MD5Update
0x00561e80:0x0056239b, make_mortal_sv
0x005623a0:0x005625a1, XS_Digest__MD5_new
0x005625b0:0x0056268a, XS_Digest__MD5_DESTROY
0x00562690:0x00562996, XS_Digest__MD5_digest
0x005629a0:0x005630cd, XS_Digest__MD5_md5
0x005630d0:0x0056326a, XS_Digest__MD5_clone
0x00563270:0x00563659, XS_Digest__MD5_add
0x00563660:0x00563a53, XS_Digest__MD5_addfile
0x00563a60:0x00563e0c, XS_Digest__MD5_context
0x00563e10:0x00563f24, boot_Digest__MD5
0x00563f30:0x00565266, sha1
0x00565270:0x00567a94, sha256
0x00567aa0:0x00567f08, sha512
0x00567f10:0x005680e0, shafinish
0x005680e0:0x00568725, XS_Digest__SHA__putstate
0x00568730:0x00568bb9, sharewind
0x00568bc0:0x00568e27, shawrite
0x00568e30:0x00568fd1, XS_Digest__SHA_newSHA
0x00568fe0:0x005690a4, XS_Digest__SHA_DESTROY
0x005690b0:0x0056923c, XS_Digest__SHA_clone
0x00569240:0x00569408, XS_Digest__SHA_shainit
0x00569410:0x0056958d, XS_Digest__SHA_hashsize
0x00569590:0x00569a0f, XS_Digest__SHA_add
0x00569a10:0x00569b67, XS_Digest__SHA__addfilebin
0x00569b70:0x00569d4d, XS_Digest__SHA_shawrite
0x00569d50:0x00569f63, XS_Digest__SHA__addfileuniv
0x00569f70:0x0056a5a2, shabase64
0x0056a5b0:0x0056ab25, XS_Digest__SHA_sharewind
0x0056ab30:0x0056b1f5, XS_Digest__SHA__getstate
0x0056b200:0x0056c0ff, XS_Digest__SHA_sha1
0x0056c100:0x0056cb4e, XS_Digest__SHA_digest
0x0056cb50:0x0056e707, XS_Digest__SHA_hmac_sha1
0x0056e710:0x0056ef62, boot_Digest__SHA
0x0056ef70:0x0056f02a, XS_DynaLoader_dl_error
0x0056f030:0x0056f0d3, boot_DynaLoader
0x0056f0e0:0x0056f108, io_pp_nextstate
0x0056f110:0x0056f150, io_ck_lineseq
0x0056f150:0x0056f225, XS_IO__Socket_sockatmark
0x0056f230:0x0056f28a, XS_IO__Handle_sync
0x0056f2d0:0x0056f34a, XS_IO__Handle_setbuf
0x0056f360:0x0056f3bc, XS_IO__Handle_setvbuf
0x0056f400:0x0056f4d6, XS_IO__Handle__create_getline_subs
0x0056f4e0:0x0056f5bd, XS_IO__Handle_flush
0x0056f5c0:0x0056f6c0, XS_IO__Handle_untaint
0x0056f6c0:0x0056f7ba, XS_IO__Handle_clearerr
0x0056f7c0:0x0056f8ba, XS_IO__Handle_error
0x0056f8c0:0x0056fbe5, XS_IO__Handle_ungetc
0x0056fbf0:0x0056fdbd, XS_IO__Handle_blocking
0x0056fdc0:0x0057000f, XS_IO__Poll__poll
0x00570010:0x005701d5, XS_IO__File_new_tmpfile
0x005701e0:0x005702c5, XS_IO__Seekable_setpos
0x005702d0:0x0057039d, XS_IO__Seekable_getpos
0x005703a0:0x005706ab, boot_IO
0x005706b0:0x0057096a, Perl_my_poll
0x00570970:0x00570cd8, XS_MIME__QuotedPrint_decode_qp
0x00570ce0:0x00570ef2, XS_MIME__Base64_decode_base64
0x00570f00:0x0057161b, XS_MIME__QuotedPrint_encode_qp
0x00571620:0x00571a4e, XS_MIME__Base64_encode_base64
0x00571a50:0x00571bde, XS_MIME__Base64_decoded_base64_length
0x00571be0:0x00571d8a, XS_MIME__Base64_encoded_base64_length
0x00571da0:0x00571e6c, boot_MIME__Base64
0x00571e70:0x00571f68, XS_Opcode_opcodes
0x00571f70:0x0057207b, XS_Opcode__safe_pkg_prep
0x00572080:0x00572147, get_op_bitspec
0x00572150:0x005724b6, XS_Opcode_opdesc
0x005724c0:0x0057257c, XS_Opcode_empty_opset
0x00572580:0x005726aa, XS_Opcode_opmask
0x005726c0:0x0057278f, put_op_bitspec
0x005727a0:0x005729f3, opmask_add
0x00572a00:0x00572a9a, XS_Opcode_opmask_add
0x00572aa0:0x00572d4f, XS_Opcode__safe_call_sv
0x00572d50:0x00572f19, XS_Opcode_define_optag
0x00572f20:0x00573349, XS_Opcode_opset
0x00573350:0x005734f4, XS_Opcode_verify_opset
0x00573500:0x00573795, XS_Opcode_opset_to_ops
0x005737a0:0x005738e0, XS_Opcode_full_opset
0x005738e0:0x00573a7c, XS_Opcode_invert_opset
0x00573a80:0x0057403b, XS_Opcode_permit_only
0x00574040:0x005744e9, boot_Opcode
0x005744f0:0x005745ba, XS_Storable_last_op_in_netorder
0x005745d0:0x005746ed, sv_type
0x005746f0:0x00574817, clean_store_context
0x00574820:0x0057488c, retrieve_other
0x005748a0:0x005748f5, storable_free
0x00574900:0x005751cb, store_other
0x005751d0:0x00575f76, store_code
0x00575f80:0x005775c1, store_scalar
0x005775d0:0x00577710, pkg_can
0x00577710:0x0057794c, scalar_call
0x00577950:0x00577b35, retrieve_netint
0x00577b40:0x00577ce7, retrieve_byte
0x00577cf0:0x00577ed5, retrieve_double
0x00577ee0:0x005780c5, retrieve_integer
0x005780d0:0x00578237, retrieve_undef
0x00578240:0x0057836f, retrieve_svundef_elem
0x00578370:0x005784af, retrieve_sv_no
0x005784b0:0x005785ef, retrieve_sv_yes
0x005785f0:0x00578747, retrieve_sv_undef
0x00578750:0x00579048, retrieve
0x00579050:0x005791b2, retrieve_idx_blessed
0x005791c0:0x005793d2, retrieve_blessed
0x005793e0:0x00579587, retrieve_ref
0x00579590:0x00579927, retrieve_overloaded
0x00579930:0x00579b27, retrieve_tied_scalar
0x00579b30:0x00579cfd, retrieve_tied_hash
0x00579d00:0x00579ecd, retrieve_tied_array
0x00579ed0:0x0057a047, retrieve_lvstring
0x0057a050:0x0057a185, retrieve_vstring
0x0057a190:0x0057a3e2, retrieve_tied_idx
0x0057a3f0:0x0057a5fd, retrieve_tied_key
0x0057a600:0x0057a8d5, retrieve_scalar
0x0057a8e0:0x0057ae32, retrieve_flag_hash
0x0057ae40:0x0057b1ed, retrieve_hash
0x0057b1f0:0x0057b4e2, retrieve_lscalar
0x0057b4f0:0x0057b50b, retrieve_weakoverloaded
0x0057b510:0x0057bf9f, retrieve_code
0x0057bfa0:0x0057c5d6, magic_check
0x0057c5e0:0x0057c6c1, XS_Storable_init_perinterp
0x0057c6d0:0x0057d03d, store_blessed
0x0057d040:0x0057d83e, do_retrieve
0x0057d840:0x0057d8cc, XS_Storable_mretrieve
0x0057d8d0:0x0057d965, XS_Storable_pretrieve
0x0057d970:0x0057dbdb, store
0x0057dbe0:0x0057f67a, store_hook
0x0057f680:0x00580811, store_hash
0x00580820:0x00580e81, do_store
0x00580e90:0x00580f70, XS_Storable_mstore
0x00580f70:0x0058102f, XS_Storable_pstore
0x00581030:0x00581311, XS_Storable_dclone
0x00581320:0x005816c3, old_retrieve_hash
0x005816d0:0x00581877, retrieve_weakref
0x00581880:0x00581f17, store_array
0x00581f20:0x00582212, retrieve_lutf8str
0x00582220:0x005824f5, retrieve_utf8str
0x00582500:0x00583d77, retrieve_hook
0x00583d80:0x0058490d, retrieve_array
0x00584910:0x0058539b, old_retrieve_array
0x005853a0:0x0058590f, store_tied
0x00585910:0x00585dd5, store_ref
0x00585de0:0x005863ae, store_tied_item
0x005863b0:0x00586655, boot_Storable
0x00586660:0x005866fa, XS_Sys__Hostname_ghname
0x00586700:0x00586733, boot_Sys__Hostname
0x00586740:0x0058680a, XS_Time__HiRes_clock
0x00586810:0x005868da, XS_Time__HiRes_clock_nanosleep
0x005868e0:0x005869cd, XS_Time__HiRes_clock_getres
0x005869d0:0x00586abd, XS_Time__HiRes_clock_gettime
0x00586ac0:0x00586be4, XS_Time__HiRes_time
0x00586bf0:0x00586d8d, XS_Time__HiRes_gettimeofday
0x00586d90:0x00586ead, XS_Time__HiRes_alarm
0x00586eb0:0x00586f9a, XS_Time__HiRes_nanosleep
0x00586fa0:0x005870bd, XS_Time__HiRes_ualarm
0x005870c0:0x00587387, XS_Time__HiRes_sleep
0x00587390:0x00587601, XS_Time__HiRes_usleep
0x00587610:0x00587ad4, XS_Time__HiRes_constant
0x00587ae0:0x00587dcb, XS_Time__HiRes_stat
0x00587dd0:0x00587e1b, hrt_usleep
0x00587e20:0x00587fe0, boot_Time__HiRes
0x00587fe0:0x00587fea, xsfopen
0x00587ff0:0x00587ff5, xsfclose
0x00588000:0x00588014, xsfprintf
0x00588020:0x0058813d, XS_attributes_reftype
0x00588140:0x00588396, XS_attributes__guess_stash
0x005883a0:0x005884f8, XS_attributes__fetch_attrs
0x00588500:0x005889fa, XS_attributes__modify_attrs
0x00588a00:0x00588a87, boot_attributes
0x00588a90:0x00588f9a, magic_free_pstate
0x00588fa0:0x0058905a, XS_HTML__Entities_UNICODE_SUPPORT
0x00589060:0x005897c6, decode_entities
0x005897d0:0x00589a28, XS_HTML__Entities__decode_entities
0x00589a30:0x00589bf0, XS_HTML__Entities_decode_entities
0x00589bf0:0x00589d9f, marked_section_update
0x00589da0:0x00589e27, tokens_grow
0x00589e30:0x00589f61, XS_HTML__Parser__alloc_pstate
0x00589f70:0x0058a04c, get_pstate_hv
