0x004022c0:0x004022f5, _GLOBAL__sub_I_userio.cpp
0x0049c230:0x0049c4d1, _ZN3pov17D_Iteration_JuliaEPdPNS_14Fractal_StructES0_
0x0049c4e0:0x0049c74c, _ZN3pov14Normal_Calc_z3EPdiPNS_14Fractal_StructE
0x0049c750:0x0049c945, _ZN3pov17Normal_Calc_JuliaEPdiPNS_14Fractal_StructE
0x0049c950:0x0049c961, _ZN3pov13F_Bound_JuliaEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0049c970:0x0049da24, _ZN3pov15Compute_AmbientEPdS0_S0_Pfd
0x0049da30:0x0049dd4e, _ZN3pov25Initialize_Radiosity_CodeEv
0x0049dd50:0x0049df05, _ZN3pov27Deinitialize_Radiosity_CodeEv
0x0049df10:0x0049e3bf, _ZN3povL15ra_average_nearEPNS_15ot_block_structEPv
0x0049e3c0:0x0049e3cb, _ZN3pov25Initialize_Ray_ContainersEPNS_10Ray_StructEj
0x0049e3d0:0x0049e56a, _ZN3pov19Copy_Ray_ContainersEPNS_10Ray_StructES1_
0x0049e570:0x0049e5a3, _ZN3pov9Ray_EnterEPNS_10Ray_StructEPNS_15Interior_StructE
0x0049e5b0:0x0049e71f, _ZN3pov8Ray_ExitEPNS_10Ray_StructEi
0x0049e720:0x0049e744, _ZN3pov25Interior_In_Ray_ContainerEPNS_10Ray_StructEPNS_15Interior_StructE
0x0049e750:0x0049e8a3, _ZN3pov9FrameLoopEv
0x0049e8b0:0x0049ef0d, _ZN3pov11FrameRenderEv
0x0049ef10:0x0049ef40, _ZN3pov14variable_storeEi
0x0049ef40:0x0049f1dc, _ZN3pov23fix_up_rendering_windowEv
0x0049f1e0:0x0049f4d9, _ZN3pov23fix_up_animation_valuesEv
0x0049f4e0:0x0049f5bc, _ZN3pov17fix_up_scene_nameEv
0x0049f5c0:0x0049fb65, _ZN3pov9init_varsEv
0x0049fb70:0x0049fbbf, _ZN3pov17destroy_librariesEv
0x0049fbc0:0x0049fcd0, _ZN3pov9close_allEv
0x0049fcd0:0x004a06dd, _ZN3pov19Initialize_RendererEv
0x004a06e0:0x004a08b1, _ZN3pov18Terminate_RendererEv
0x004a08c0:0x004a0922, _ZN3pov16Check_User_AbortEi
0x004a0930:0x004a0c30, _ZN3pov28Start_Tracing_Mosaic_PreviewEii
0x004a0c30:0x004a0d4c, _ZN3pov11trace_pixelEiiPfS0_
0x004a0d50:0x004a1913, _ZN3pov31Start_Tracing_Radiosity_PreviewEii
0x004a1920:0x004a1dc8, _ZN3pov26Start_Non_Adaptive_TracingEv
0x004a1dd0:0x004a263e, _ZN3pov22Start_Adaptive_TracingEv
0x004a2640:0x004a2c87, _ZN3povL15trace_sub_pixelEiPPNS_12Pixel_StructEiiiiiiiPfi
0x004a2c90:0x004a3028, _ZN3pov5TraceEPNS_10Ray_StructEPfd
0x004a3030:0x004a308e, _ZN3povL13IsObjectInCSGEPNS_13Object_StructES1_
0x004a3090:0x004a33d4, _ZN3povL10focal_blurEPNS_10Ray_StructEPfdd
0x004a33e0:0x004a508d, _ZN3povL10create_rayEPNS_10Ray_StructEddi
0x004a5090:0x004a51b6, _ZN3pov30initialize_ray_container_stateEPNS_10Ray_StructEi
0x004a51c0:0x004a52e6, _ZN3povL35initialize_ray_container_state_treeEPNS_10Ray_StructEPNS_16BBox_Tree_StructE
0x004a52f0:0x004a556f, _ZN3povL11supersampleEPfii
0x004a5570:0x004a56de, _ZN3povL21trace_ray_with_offsetEiiddPf
0x004a56e0:0x004a58a6, _ZN3povL17jitter_camera_rayEPNS_10Ray_StructEi
0x004a58b0:0x004a5adb, _ZN3pov18Read_Rendered_PartEPc
0x004a5ae0:0x004a5bb1, _ZN3pov10Open_ImageEiPciiii
0x004a5bc0:0x004a5e7b, _ZN3pov23init_output_file_handleEv
0x004a5e80:0x004a5ea3, _ZN3pov26destroy_output_file_handleEv
0x004a5eb0:0x004a5fd4, _ZN3pov22setup_output_file_nameEv
0x004a5fe0:0x004a6094, _ZN3pov16open_output_fileEv
0x004a60a0:0x004a60ef, _ZN3pov34output_prev_image_line_and_advanceEi
0x004a60f0:0x004a6371, _ZN3pov46output_single_image_line_with_alpha_correctionEPA5_fi
0x004a6380:0x004a648a, _ZN3pov10plot_pixelEiiPf
0x004a6490:0x004a652c, _ZN3pov10Create_SorEv
0x004a6530:0x004a6593, _ZN3pov16Compute_Sor_BBoxEPNS_10Sor_StructE
0x004a65a0:0x004a6e4b, _ZN3pov11Compute_SorEPNS_10Sor_StructEPA2_d
0x004a6e50:0x004a76f4, _ZN3povL21All_Sor_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a7700:0x004a7802, _ZN3povL10Inside_SorEPdPNS_13Object_StructE
0x004a7810:0x004a7970, _ZN3povL10Sor_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a7970:0x004a7ba4, _ZN3povL11Sor_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a7bb0:0x004a7cc6, _ZN3povL8Copy_SorEPNS_13Object_StructE
0x004a7cd0:0x004a7d44, _ZN3povL13Translate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a7d50:0x004a7dc4, _ZN3povL10Rotate_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a7dd0:0x004a7e44, _ZN3povL9Scale_SorEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a7e50:0x004a7ec1, _ZN3povL13Transform_SorEPNS_13Object_StructEPNS_16Transform_StructE
0x004a7ed0:0x004a7ed5, _ZN3povL10Invert_SorEPNS_13Object_StructE
0x004a7ee0:0x004a7f58, _ZN3povL11Destroy_SorEPNS_13Object_StructE
0x004a7f60:0x004a81c6, _ZN3povL24All_Sphere_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a81d0:0x004a8233, _ZN3povL13Inside_SphereEPdPNS_13Object_StructE
0x004a8240:0x004a829c, _ZN3povL13Sphere_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a82a0:0x004a84e7, _ZN3povL14Sphere_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a84f0:0x004a85cc, _ZN3pov11Copy_SphereEPNS_13Object_StructE
0x004a85d0:0x004a86cb, _ZN3povL16Translate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a86d0:0x004a8759, _ZN3povL13Rotate_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a8760:0x004a88a2, _ZN3povL12Scale_SphereEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a88b0:0x004a8950, _ZN3pov16Transform_SphereEPNS_13Object_StructEPNS_16Transform_StructE
0x004a8950:0x004a8955, _ZN3povL13Invert_SphereEPNS_13Object_StructE
0x004a8960:0x004a8980, _ZN3pov14Destroy_SphereEPNS_13Object_StructE
0x004a8980:0x004a8cb9, _ZN3povL27All_Ellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a8cc0:0x004a8d47, _ZN3povL16Inside_EllipsoidEPdPNS_13Object_StructE
0x004a8d50:0x004a8e14, _ZN3povL16Ellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a8e20:0x004a8ee3, _ZN3pov16Intersect_SphereEPNS_10Ray_StructEPddS2_S2_
0x004a8ef0:0x004a8f78, _ZN3pov13Create_SphereEv
0x004a8f80:0x004a8fe1, _ZN3pov19Compute_Sphere_BBoxEPNS_13Sphere_StructE
0x004a8ff0:0x004a91b7, _ZN3pov29Intersect_Sphere_Sweep_SphereEPNS_10Ray_StructEPNS_26Sphere_Sweep_Sphere_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x004a91c0:0x004aafb6, _ZN3pov30Intersect_Sphere_Sweep_SegmentEPNS_10Ray_StructEPNS_27Sphere_Sweep_Segment_StructEPNS_35Sphere_Sweep_Intersection_StructureE
0x004aafc0:0x004ab12a, _ZN3pov17Copy_Sphere_SweepEPNS_13Object_StructE
0x004ab130:0x004ab1d4, _ZN3pov19Create_Sphere_SweepEv
0x004ab1e0:0x004abada, _ZN3pov20Compute_Sphere_SweepEPNS_19Sphere_Sweep_StructE
0x004abae0:0x004abb13, _ZN3pov22Transform_Sphere_SweepEPNS_13Object_StructEPNS_16Transform_StructE
0x004abb20:0x004abcb0, _ZN3pov25Compute_Sphere_Sweep_BBoxEPNS_19Sphere_Sweep_StructE
0x004abcb0:0x004abd33, _ZN3pov20Destroy_Sphere_SweepEPNS_13Object_StructE
0x004abd40:0x004abe9d, _ZN3pov17Find_Valid_PointsEPNS_35Sphere_Sweep_Intersection_StructureEiPNS_10Ray_StructE
0x004abea0:0x004ac666, _ZN3povL30All_Sphere_Sweep_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004ac670:0x004acdef, _ZN3povL19Inside_Sphere_SweepEPdPNS_13Object_StructE
0x004acdf0:0x004ace08, _ZN3povL19Sphere_Sweep_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004ace10:0x004ace98, _ZN3povL22Translate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004acea0:0x004acf11, _ZN3povL19Rotate_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004acf20:0x004ad0c7, _ZN3povL18Scale_Sphere_SweepEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ad0d0:0x004ad0d5, _ZN3povL19Invert_Sphere_SweepEPNS_13Object_StructE
0x004ad0e0:0x004ad102, _ZN3povL11Comp_IsectsEPKvS1_
0x004ad110:0x004ad450, _ZN3pov23Precompute_Cubic_CoeffsEPNS_13Spline_StructE
0x004ad450:0x004ad49a, _ZN3pov18linear_interpolateEPNS_12Spline_EntryEiid
0x004ad4a0:0x004ad5f7, _ZN3pov21quadratic_interpolateEPNS_12Spline_EntryEiid
0x004ad600:0x004ad69e, _ZN3pov19natural_interpolateEPNS_12Spline_EntryEiid
0x004ad6a0:0x004ad7ad, _ZN3pov23catmull_rom_interpolateEPNS_12Spline_EntryEiid
0x004ad7b0:0x004ad86f, _ZN3pov5findtEPNS_13Spline_StructEd
0x004ad870:0x004ad996, _ZN3pov6mkfreeEPNS_13Spline_StructEi
0x004ad9a0:0x004ada7d, _ZN3pov13Create_SplineEi
0x004ada80:0x004adb01, _ZN3pov11Copy_SplineEPNS_13Spline_StructE
0x004adb10:0x004adb42, _ZN3pov14Destroy_SplineEPNS_13Spline_StructE
0x004adb50:0x004adf37, _ZN3pov19Insert_Spline_EntryEPNS_13Spline_StructEdPd
0x004adf40:0x004ae97f, _ZN3pov14Get_Spline_ValEPNS_13Spline_StructEdPdPi
0x004ae980:0x004ae98f, _ZN3pov15init_statisticsEPx
0x004ae990:0x004aefea, _ZN3pov14sum_statisticsEPxS0_
0x004aeff0:0x004af084, _ZN3pov21Create_SuperellipsoidEv
0x004af090:0x004af0b8, _ZN3pov27Compute_Superellipsoid_BBoxEPNS_21Superellipsoid_StructE
0x004af0c0:0x004afd54, _ZN3povL32All_Superellipsoid_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004afd60:0x004afdaf, _ZN3povL21Inside_SuperellipsoidEPdPNS_13Object_StructE
0x004afdb0:0x004b00dc, _ZN3povL21Superellipsoid_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004b00e0:0x004b01cd, _ZN3povL19Copy_SuperellipsoidEPNS_13Object_StructE
0x004b01d0:0x004b0209, _ZN3povL24Translate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004b0210:0x004b0249, _ZN3povL21Rotate_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004b0250:0x004b0289, _ZN3povL20Scale_SuperellipsoidEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004b0290:0x004b02c6, _ZN3povL24Transform_SuperellipsoidEPNS_13Object_StructEPNS_16Transform_StructE
0x004b02d0:0x004b02d5, _ZN3povL21Invert_SuperellipsoidEPNS_13Object_StructE
0x004b02e0:0x004b0300, _ZN3povL22Destroy_SuperellipsoidEPNS_13Object_StructE
0x004b0300:0x004b07f1, _ZN3povL23evaluate_superellipsoidEPdPNS_21Superellipsoid_StructE
0x004b0800:0x004b0b4e, _ZN3povL10solve_hit1EPNS_21Superellipsoid_StructEdPddS2_S2_
0x004b0b50:0x004b0b72, _ZN3povL9compdistsEPKvS1_
0x004b0b80:0x004b10fe, _ZN3pov11Targa_ImageC2EPciiii
0x004b1100:0x004b114d, _ZN3pov11Targa_ImageD2Ev
0x004b1150:0x004b1198, _ZN3pov11Targa_ImageD0Ev
0x004b11a0:0x004b13c4, _ZN3pov11Targa_Image11Write_PixelEdddd
0x004b13d0:0x004b17a5, _ZN3pov11Targa_Image10Write_LineEPA5_f
0x004b17b0:0x004b1c55, _ZN3pov11Targa_Image9Read_LineEPA5_f
0x004b1c60:0x004b2e1c, _ZN3pov16Read_Targa_ImageEPNS_12Image_StructEPc
0x004b2e20:0x004b2e24, _ZN3pov11Targa_Image4LineEv
0x004b2e30:0x004b2e34, _ZN3pov11Targa_Image5WidthEv
0x004b2e40:0x004b2e44, _ZN3pov11Targa_Image6HeightEv
0x004b2e50:0x004b3655, _ZN3pov16Initialize_NoiseEv
0x004b3660:0x004b3667, _ZN3pov9POV_SRANDEi
0x004b3670:0x004b3e00, _ZN3pov6DNoiseEPdS0_
0x004b3e00:0x004b3e1e, _ZN3pov8POV_RANDEv
0x004b3e20:0x004b3ea1, _ZN3pov17Free_Noise_TablesEv
0x004b3eb0:0x004b45f2, _ZN3pov5NoiseEPdPNS_14Pattern_StructE
0x004b4600:0x004b4887, _ZN3pov10TurbulenceEPdPNS_11Turb_StructEPNS_14Pattern_StructE
0x004b4890:0x004b49bb, _ZN3pov11DTurbulenceEPdS0_PNS_11Turb_StructE
0x004b49c0:0x004b4a2f, _ZN3pov9cycloidalEd
0x004b4a30:0x004b4a84, _ZN3pov13Triangle_WaveEd
0x004b4a90:0x004b4afd, _ZN3pov18Transform_TexturesEPNS_14Texture_StructEPNS_16Transform_StructE
0x004b4b00:0x004b4b84, _ZN3pov13Create_FinishEv
0x004b4b90:0x004b4c4a, _ZN3pov11Copy_FinishEPNS_13Finish_StructE
0x004b4c50:0x004b4ca3, _ZN3pov14Create_TextureEv
0x004b4cb0:0x004b4cbd, _ZN3pov20Copy_Texture_PointerEPNS_14Texture_StructE
0x004b4cc0:0x004b4f0a, _ZN3pov13Copy_TexturesEPNS_14Texture_StructE
0x004b4f10:0x004b5006, _ZN3pov16Destroy_TexturesEPNS_14Texture_StructE
0x004b5010:0x004b513e, _ZN3pov13Post_TexturesEPNS_14Texture_StructE
0x004b5140:0x004b5238, _ZN3pov12Test_OpacityEPNS_14Texture_StructE
0x004b5240:0x004b5247, _ZN3pov16POV_GET_OLD_RANDEv
0x004b5250:0x004b5763, _ZN3pov20Initialize_TokenizerEv
0x004b5770:0x004b58ca, _ZN3pov18pre_init_tokenizerEv
0x004b58d0:0x004b5bbb, _ZN3pov19Terminate_TokenizerEv
0x004b5bc0:0x004b7e52, _ZN3pov9Get_TokenEv
0x004b7e60:0x004b9c24, _ZN3pov15Parse_DirectiveEi
0x004b9c30:0x004b9da0, _ZN3povL16Parse_C_CommentsEv
0x004b9da0:0x004ba0d2, _ZN3pov20Parse_String_LiteralEv
0x004ba0e0:0x004ba0eb, _ZN3pov11Unget_TokenEv
0x004ba0f0:0x004ba172, _ZN3pov11Where_ErrorEP9POVMSData
0x004ba180:0x004ba202, _ZN3pov13Where_WarningEP9POVMSData
0x004ba210:0x004ba409, _ZN3povL17Return_From_MacroEv
0x004ba410:0x004ba865, _ZN3pov17Parse_Ifdef_ParamEv
0x004ba870:0x004baaa5, _ZN3pov12Open_IncludeEv
0x004baab0:0x004bac28, _ZN3povL13Remove_SymbolEiPcbPPvi
0x004bac30:0x004bb121, _ZN3povL12Invoke_MacroEv
0x004bb130:0x004bb188, _ZN3pov12Create_EntryEiPKci
0x004bb190:0x004bb1fb, _ZN3pov13Destroy_EntryEiPNS_15Sym_Table_EntryE
0x004bb200:0x004bb2bb, _ZN3pov10Add_SymbolEiPKci
0x004bb2c0:0x004bb36b, _ZN3pov13Destroy_MacroEPNS_16Pov_Macro_StructE
0x004bb370:0x004bb572, _ZN3pov19Parse_Array_DeclareEv
0x004bb580:0x004bb671, _ZN3povL16Parse_InitalizerEiiPNS_16Pov_Array_StructE
0x004bb680:0x004bb7ff, _ZN3pov13IncludeHeaderEPc
0x004bb800:0x004bbb82, _ZN3povL16Parse_Read_ValueEPNS_16Data_File_StructEiPiPPv
0x004bbb90:0x004bbc0f, _ZN3pov12Create_TorusEv
0x004bbc10:0x004bbc70, _ZN3pov18Compute_Torus_BBoxEPNS_12Torus_StructE
0x004bbc70:0x004bc02a, _ZN3pov19Test_Thick_CylinderEPdS0_dddd
0x004bc030:0x004bc577, _ZN3povL23All_Torus_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004bc580:0x004bc604, _ZN3povL12Inside_TorusEPdPNS_13Object_StructE
0x004bc610:0x004bc733, _ZN3povL12Torus_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004bc740:0x004bc80a, _ZN3povL13Torus_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004bc810:0x004bc8eb, _ZN3povL10Copy_TorusEPNS_13Object_StructE
0x004bc8f0:0x004bc961, _ZN3povL15Translate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bc970:0x004bc9e1, _ZN3povL12Rotate_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bc9f0:0x004bca61, _ZN3povL11Scale_TorusEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bca70:0x004bcade, _ZN3povL15Transform_TorusEPNS_13Object_StructEPNS_16Transform_StructE
0x004bcae0:0x004bcae5, _ZN3povL12Invert_TorusEPNS_13Object_StructE
0x004bcaf0:0x004bcb10, _ZN3povL13Destroy_TorusEPNS_13Object_StructE
0x004bcb10:0x004bcf03, _ZN3povL26All_Triangle_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004bcf10:0x004bcf13, _ZN3povL15Inside_TriangleEPdPNS_13Object_StructE
0x004bcf20:0x004bcf3e, _ZN3povL15Triangle_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004bcf40:0x004bd06a, _ZN3povL13Copy_TriangleEPNS_13Object_StructE
0x004bd070:0x004bd13c, _ZN3povL18Translate_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bd140:0x004bd19f, _ZN3povL15Rotate_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bd1a0:0x004bd26c, _ZN3povL14Scale_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bd270:0x004bd2cf, _ZN3povL18Transform_TriangleEPNS_13Object_StructEPNS_16Transform_StructE
0x004bd2d0:0x004bd2d1, _ZN3povL15Invert_TriangleEPNS_13Object_StructE
0x004bd2e0:0x004bd2ef, _ZN3povL16Destroy_TriangleEPNS_13Object_StructE
0x004bd2f0:0x004bd4a1, _ZN3povL22Smooth_Triangle_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004bd4b0:0x004bd5c2, _ZN3povL20Copy_Smooth_TriangleEPNS_13Object_StructE
0x004bd5d0:0x004bd69f, _ZN3povL25Translate_Smooth_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bd6a0:0x004bd6af, _ZN3povL22Rotate_Smooth_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bd6b0:0x004bd995, _ZN3povL21Scale_Smooth_TriangleEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bd9a0:0x004bda35, _ZN3povL25Transform_Smooth_TriangleEPNS_13Object_StructEPNS_16Transform_StructE
0x004bda40:0x004bda41, _ZN3povL22Invert_Smooth_TriangleEPNS_13Object_StructE
0x004bda50:0x004be132, _ZN3pov16Compute_TriangleEPNS_15Triangle_StructEi
0x004be140:0x004be20d, _ZN3pov21Compute_Triangle_BBoxEPNS_15Triangle_StructE
0x004be210:0x004be2d3, _ZN3pov15Create_TriangleEv
0x004be2e0:0x004be3d0, _ZN3pov22Create_Smooth_TriangleEv
0x004be3d0:0x004be581, _ZN3pov18Calculate_Smooth_TEPdS0_S0_S0_
0x004be590:0x004bf4a6, _ZN3povL21All_TTF_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004bf4b0:0x004bf523, _ZN3povL10Inside_TTFEPdPNS_13Object_StructE
0x004bf530:0x004bf548, _ZN3povL10TTF_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004bf550:0x004bf65e, _ZN3povL8Copy_TTFEPNS_13Object_StructE
0x004bf660:0x004bf716, _ZN3povL13Translate_TTFEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bf720:0x004bf7d6, _ZN3povL10Rotate_TTFEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bf7e0:0x004bf896, _ZN3povL9Scale_TTFEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004bf8a0:0x004bf953, _ZN3povL13Transform_TTFEPNS_13Object_StructEPNS_16Transform_StructE
0x004bf960:0x004bf965, _ZN3povL10Invert_TTFEPNS_13Object_StructE
0x004bf970:0x004bf990, _ZN3povL11Destroy_TTFEPNS_13Object_StructE
0x004bf990:0x004c3581, _ZN3pov13ProcessNewTTFEPNS_13Object_StructEPcPtdPd
0x004c3590:0x004c381e, _ZN3pov12FreeFontInfoEv
0x004c3820:0x004c38c5, _ZN3pov16Compute_TTF_BBoxEPNS_19TrueTypeFont_StructE
0x004c38d0:0x004c4fc0, _ZN3povL19ExtractGlyphOutlineEPNS_18FontFileInfoStructEPjj
0x004c4fc0:0x004c5596, _ZN3povL12Inside_GlyphEddPNS_11GlyphStructE
0x004c55a0:0x004c55a5, _ZN3pov8pattern1EPdPNS_14Pattern_StructE
0x004c55b0:0x004c55b5, _ZN3pov8pattern2EPdPNS_14Pattern_StructE
0x004c55c0:0x004c55c5, _ZN3pov8pattern3EPdPNS_14Pattern_StructE
0x004c55d0:0x004c55d1, _ZN3pov6bumpy1EPdPNS_14Tnormal_StructES0_
0x004c55e0:0x004c55e1, _ZN3pov6bumpy2EPdPNS_14Tnormal_StructES0_
0x004c55f0:0x004c55f1, _ZN3pov6bumpy3EPdPNS_14Tnormal_StructES0_
0x004c5600:0x004c564a, _ZN3pov20POV_Std_Display_InitEii
0x004c5650:0x004c5675, _ZN3pov24POV_Std_Display_FinishedEv
0x004c5680:0x004c5681, _ZN3pov21POV_Std_Display_CloseEv
0x004c5690:0x004c56e9, _ZN3pov20POV_Std_Display_PlotEiijjjj
0x004c56f0:0x004c578c, _ZN3pov25POV_Std_Display_Plot_RectEiiiijjjj
0x004c5790:0x004c5931, _ZN3pov24POV_Std_Display_Plot_BoxEiiiijjjj
0x004c5940:0x004c595c, _ZN3pov21DebugTextStreamBufferC2Ev
0x004c5960:0x004c5965, _ZN3pov21DebugTextStreamBufferD2Ev
0x004c5970:0x004c5982, _ZN3pov21DebugTextStreamBufferD0Ev
0x004c5990:0x004c5a1d, _ZN3pov21DebugTextStreamBuffer10lineoutputEPKcj
0x004c5a20:0x004c5a21, _ZN3pov21DebugTextStreamBuffer12directoutputEPKcj
0x004c5a30:0x004c5a3a, _ZN3pov23FlushDebugMessageBufferEv
0x004c5a40:0x004c5b0d, _ZN3pov10Debug_InfoEPKcz
0x004c5b10:0x004c5ceb, _ZN3pov7WarningEjPKcz
0x004c5cf0:0x004c5d16, _ZN3pov13CleanupStringEPc
0x004c5d20:0x004c5f20, _ZN3pov9WarningAtEjPKclmS1_z
0x004c5f20:0x004c60d4, _ZN3pov13PossibleErrorEPKcz
0x004c60e0:0x004c62a3, _ZN3pov5ErrorEPKcz
0x004c62b0:0x004c6532, _ZN3pov12pov_shelloutENS_9shelltypeE
0x004c6540:0x004c66fe, _ZN3pov7ErrorAtEPKclmS1_z
0x004c6720:0x004c678d, _ZN3pov14init_shelloutsEv
0x004c6790:0x004c68dd, _ZN3pov16Prune_Vista_TreeEi
0x004c68e0:0x004c6cf7, _ZN3pov17Trace_Primary_RayEPNS_10Ray_StructEPfdi
0x004c6d00:0x004c6ee9, _ZN3pov18Build_Vista_BufferEv
0x004c6ef0:0x004c831c, _ZN3povL21project_bounding_slabEPNS_14Project_StructEPPNS_24Project_Tree_Node_StructEPNS_16BBox_Tree_StructE
0x004c8320:0x004c834b, _ZN3pov20Destroy_Vista_BufferEv
0x004c8350:0x004c8384, _ZN3pov17Draw_Vista_BufferEv
0x004c8390:0x004c842d, _ZN3povL10draw_vistaEPNS_24Project_Tree_Node_StructEPiS2_
0x004c8430:0x004c8930, _ZN3povL12project_bboxEPNS_14Project_StructEPA3_dPi
0x004c8930:0x004c8af7, _ZN3povL21project_raw_rectangleEPNS_14Project_StructEPdS2_S2_S2_Pi
0x004c8b00:0x004c8d91, _ZN3povL20project_raw_triangleEPNS_14Project_StructEPdS2_S2_Pi
0x004c8da0:0x004c8ee3, _ZN3povL15draw_projectionEPNS_14Project_StructEiPiS2_
0x004c8ef0:0x004c8f55, _ZN3pov24Initialize_VLBuffer_CodeEv
0x004c8f60:0x004c8fbe, _ZN3pov26Reinitialize_VLBuffer_CodeEv
0x004c8fc0:0x004c9032, _ZN3pov26Deinitialize_VLBuffer_CodeEv
0x004c9040:0x004c9b0a, _ZN3pov12Clip_PolygonEPA3_dPiPKdS4_S4_S4_dddd
0x004c9b10:0x004c9b91, _ZN3pov20Destroy_Project_TreeEPNS_24Project_Tree_Node_StructE
0x004c9ba0:0x004ca977, _ZN3pov11Warp_EPointEPdS0_PNS_14Pattern_StructE
0x004ca980:0x004caabc, _ZN3pov11Warp_NormalEPdS0_PNS_14Pattern_StructEi
0x004caac0:0x004cac0a, _ZN3pov13UnWarp_NormalEPdS0_PNS_14Pattern_StructEi
0x004cac10:0x004cae26, _ZN3pov11Create_WarpEi
0x004cae30:0x004cae5d, _ZN3pov13Destroy_WarpsEPNS_12Warps_StructE
0x004cae60:0x004caf2e, _ZN3pov10Copy_WarpsEPNS_12Warps_StructE
0x004caf30:0x004caf4a, _ZN8pov_base6IOBaseC2Ejj
0x004caf50:0x004caf77, _ZN8pov_base7OStreamD2Ev
0x004caf80:0x004cafa2, _ZN8pov_base6IOBaseD0Ev
0x004cafb0:0x004cb0eb, _ZN8pov_base6IOBase4openEPKcj
0x004cb0f0:0x004cb113, _ZN8pov_base6IOBase5seekgEmj
0x004cb120:0x004cb142, _ZN8pov_base6IOBase5closeEv
0x004cb150:0x004cb167, _ZN8pov_base6IOBase5flushEv
0x004cb170:0x004cb1a4, _ZN8pov_base6IOBase4readEPvm
0x004cb1b0:0x004cb1e4, _ZN8pov_base6IOBase5writeEPvm
0x004cb1f0:0x004cb20e, _ZN8pov_base7IStreamC2Ej
0x004cb210:0x004cb232, _ZN8pov_base7IStreamD0Ev
0x004cb240:0x004cb281, _ZN8pov_base7IStream10Read_ShortEv
0x004cb290:0x004cb2ce, _ZN8pov_base7IStream8Read_IntEv
0x004cb2d0:0x004cb30f, _ZN8pov_base7IStream9Read_LongEv
0x004cb310:0x004cb339, _ZN8pov_base7IStream11UnRead_ByteEi
0x004cb340:0x004cb3e1, _ZN8pov_base7IStream7getlineEPcm
0x004cb3f0:0x004cb40e, _ZN8pov_base7OStreamC2Ej
0x004cb410:0x004cb432, _ZN8pov_base7OStreamD0Ev
0x004cb440:0x004cb529, _ZN8pov_base7OStream6printfEPKcz
0x004cb530:0x004cb588, _ZN8pov_base11New_IStreamEPKcj
