0x004021f0:0x0040221a, _start
0x00485084:0x00485eb4, _ZN3povL21Parse_Global_SettingsEv
0x00485eb4:0x00487652, _ZN3pov17Parse_Object_ModsEPNS_13Object_StructE
0x00487652:0x00487841, _ZN3pov12Parse_MatrixEPA4_d
0x00487841:0x004878c0, _ZN3pov15Parse_TransformEPNS_16Transform_StructE
0x004878c0:0x00487b79, _ZN3pov21Parse_Transform_BlockEPNS_16Transform_StructE
0x00487b79:0x00487f1e, _ZN3pov16Parse_Bound_ClipEv
0x00487f1e:0x0048800b, _ZN3povL20Parse_Three_UVCoordsEPdS0_S0_
0x0048800b:0x00488027, _ZN3pov11Parse_CommaEv
0x00488027:0x0048808e, _ZN3pov16Parse_Semi_ColonEb
0x0048808e:0x00488178, _ZN3pov12Parse_CoeffsEiPd
0x00488178:0x004881f3, _ZN3povL15Parse_Object_IdEv
0x004881f3:0x0048867e, _ZN3pov13Parse_DeclareEbb
0x0048867e:0x0048982e, _ZN3pov12Parse_RValueEiPiPPvPNS_15Sym_Table_EntryEbbbbi
0x0048982e:0x00489d0f, _ZN3pov18Destroy_Ident_DataEPvi
0x00489d0f:0x00489d38, _ZN3pov4LinkEPNS_13Object_StructEPS1_
0x00489d38:0x00489e35, _ZN3pov13Link_TexturesEPPNS_14Texture_StructES1_
0x00489e35:0x00489e7d, _ZN3pov16Get_Token_StringEi
0x00489e7d:0x0048a02e, _ZN3pov18Get_Reserved_WordsEPKc
0x0048a02e:0x0048a0dd, _ZN3pov13Test_RedefineEiPiPvb
0x0048a0dd:0x0048a0fa, _ZN3pov11Parse_ErrorEi
0x0048a0fd:0x0048a233, _ZN3pov19Found_Instead_ErrorEPKcS1_
0x0048a233:0x0048a37d, _ZN3pov10Warn_StateEii
0x0048a37d:0x0048a3a7, _ZN3pov7MAErrorEPKcl
0x0048a3aa:0x0048ad6c, _ZN3pov12Post_ProcessEPNS_13Object_StructES1_
0x0048ad6c:0x0048b09b, _ZN3pov13Link_To_FrameEPNS_13Object_StructE
0x0048b09b:0x0048b0c5, _ZN3pov7Only_InEPKcS1_
0x0048b0c8:0x0048b0f2, _ZN3pov8Not_WithEPKcS1_
0x0048b0f5:0x0048b18d, _ZN3pov11Warn_CompatEiPKc
0x0048b18d:0x0048b2a5, _ZN3povL19Global_Setting_WarnEv
0x0048b2a5:0x0048b34d, _ZN3povL21Set_CSG_Children_FlagEPNS_13Object_StructEjjj
0x0048b34d:0x0048b3fb, _ZN3povL17Set_CSG_Tree_FlagEPNS_13Object_StructEji
0x0048b3fb:0x0048b91a, _ZN3pov15Copy_IdentifierEPvi
0x0048b91a:0x0048ba92, _ZN3povL26Convert_Filter_To_TransmitEPNS_14Pigment_StructE
0x0048ba92:0x0048baaf, _ZN3pov17Expectation_ErrorEPKc
0x0048bab2:0x0048bb10, _ZN3pov16Assign_Vector_4DEPdS0_
0x0048bb10:0x0048bba3, _ZN3pov21Assign_Colour_ExpressEPfPd
0x0048bba3:0x0048bbd7, _ZN3pov13Destroy_FloatEPd
0x0048bbd7:0x0048bc0b, _ZN3pov14Destroy_VectorEPA3_d
0x0048bc0b:0x0048bc3f, _ZN3pov15Destroy_UV_VectEPA2_d
0x0048bc3f:0x0048bc73, _ZN3pov17Destroy_Vector_4DEPA4_d
0x0048bc73:0x0048bca7, _ZN3pov14Destroy_ColourEPA5_f
0x0048bca7:0x0048bd35, _ZN3pov18V4D_InverseScaleEqEPdd
0x0048bd35:0x0048bdc4, _ZN3pov7V4D_DotERdPKdS2_
0x0048bdc4:0x0048be1a, _ZN3pov14Parse_C_StringEb
0x0048be1a:0x0048c023, _ZN3pov12Parse_StringEb
0x0048c023:0x0048c241, _ZN3pov9Parse_StrEb
0x0048c241:0x0048c5f3, _ZN3pov10Parse_VStrEb
0x0048c5f3:0x0048c6a9, _ZN3pov12Parse_ConcatEb
0x0048c6a9:0x0048c724, _ZN3pov9Parse_ChrEb
0x0048c724:0x0048c86b, _ZN3pov12Parse_SubstrEb
0x0048c86b:0x0048c8d1, _ZN3pov12Parse_StruprEb
0x0048c8d1:0x0048c937, _ZN3pov12Parse_StrlwrEb
0x0048c937:0x0048cf3b, _ZN3pov14String_To_UCS2EPcb
0x0048cf3b:0x0048cfd7, _ZN3pov14UCS2_To_StringEPtb
0x0048cfd7:0x0048d136, _ZN3pov20Convert_UTF8_To_UCS4EPhiPi
0x0048d136:0x0048d2ac, _ZN3pov20Convert_UTF8_To_UCS2EPhiPi
0x0048d2ac:0x0048d330, _ZN3pov11UCS2_strcatEPtS0_
0x0048d330:0x0048d359, _ZN3pov11UCS2_strlenEPt
0x0048d359:0x0048d3b6, _ZN3pov11UCS2_strcmpEPtS0_
0x0048d3b6:0x0048d3f4, _ZN3pov11UCS2_strcpyEPtS0_
0x0048d3f4:0x0048d43f, _ZN3pov12UCS2_strncpyEPtS0_i
0x0048d43f:0x0048d4ad, _ZN3pov11UCS2_struprEPt
0x0048d4ad:0x0048d51b, _ZN3pov11UCS2_strlwrEPt
0x0048d51b:0x0048dab1, _ZN3povL18Make_Pattern_ImageEPNS_12Image_StructEPjPi
0x0048dab1:0x0048e0d2, _ZN3pov11Parse_ImageEi
0x0048e0d2:0x0048e614, _ZN3povL15Parse_Image_MapEPNS_14Pigment_StructE
0x0048e614:0x0048e84f, _ZN3povL14Parse_Bump_MapEPNS_14Tnormal_StructE
0x0048e84f:0x0048ea7f, _ZN3povL19Parse_Image_PatternEPNS_14Pattern_StructE
0x0048ea7f:0x0048eb30, _ZN3pov13Parse_PigmentEPPNS_14Pigment_StructE
0x0048eb30:0x004914cc, _ZN3povL13Parse_PatternEPNS_14Pattern_StructEi
0x004914cc:0x0049159e, _ZN3pov13Parse_TnormalEPPNS_14Tnormal_StructE
0x0049159e:0x00491e15, _ZN3pov12Parse_FinishEPPNS_13Finish_StructE
0x00491e15:0x0049250c, _ZN3pov13Parse_TextureEv
0x0049250c:0x00492739, _ZN3povL11Parse_TilesEv
0x00492739:0x00492ac5, _ZN3povL18Parse_Material_MapEv
0x00492ac5:0x00493da1, _ZN3povL19Parse_Vers1_TextureEv
0x00493da1:0x00493fb2, _ZN3povL23Parse_Texture_TransformEPNS_14Texture_StructE
0x00493fb2:0x00494795, _ZN3pov11Parse_MediaEPPNS_12Media_StructE
0x00494795:0x004949e0, _ZN3pov14Parse_InteriorEPPNS_15Interior_StructE
0x004949e0:0x00494a6d, _ZN3pov27Parse_Media_Density_PatternEPPNS_14Pigment_StructE
0x00494a6d:0x0049509e, _ZN3pov9Parse_FogEv
0x0049509e:0x0049560f, _ZN3pov13Parse_RainbowEv
0x0049560f:0x00495908, _ZN3pov15Parse_SkysphereEv
0x00495908:0x00495c66, _ZN3povL19Check_BH_ParametersEPNS_15Black_Hole_WarpE
0x00495c66:0x00495cfe, _ZN3povL10Check_TurbEPPNS_12Warps_StructE
0x00495cfe:0x004965b6, _ZN3povL10Parse_WarpEPPNS_12Warps_StructE
0x004965b6:0x004969f8, _ZN3pov14Parse_MaterialEPNS_15Material_StructE
0x004969f8:0x00498358, _ZN3pov21Parse_PatternFunctionEPNS_14Pattern_StructE
0x00498358:0x004983a1, _ZN3pov8Make_RGBEPffff
0x004983a1:0x00498af7, _ZN3pov13Evaluate_TPatEPNS_14Pattern_StructEPdPNS_10istk_entryE
0x00498af7:0x00498b7f, _ZN3pov16Init_TPat_FieldsEPNS_14Pattern_StructE
0x00498b7f:0x00498d1f, _ZN3pov16Copy_TPat_FieldsEPNS_14Pattern_StructES1_
0x00498d1f:0x00498e53, _ZN3pov19Destroy_TPat_FieldsEPNS_14Pattern_StructE
0x00498e53:0x00498ecd, _ZN3pov11Create_TurbEv
0x00498ecd:0x00498f48, _ZN3pov18Translate_TpatternEPNS_14Pattern_StructEPd
0x00498f48:0x00498fc3, _ZN3pov15Rotate_TpatternEPNS_14Pattern_StructEPd
0x00498fc3:0x0049903e, _ZN3pov14Scale_TpatternEPNS_14Pattern_StructEPd
0x0049903e:0x00499106, _ZN3pov18Transform_TpatternEPNS_14Pattern_StructEPNS_16Transform_StructE
0x00499106:0x004991ed, _ZN3pov16Search_Blend_MapEdPNS_16Blend_Map_StructEPPNS_15Blend_Map_EntryES4_
0x004991ed:0x0049923a, _ZN3povL15Search_For_TurbEPNS_12Warps_StructE
0x0049923a:0x00499372, _ZN3povL13agate_patternEPdPNS_14Pattern_StructE
0x00499372:0x0049946f, _ZN3povL13boxed_patternEPd
0x0049946f:0x0049983a, _ZN3povL13brick_patternEPdPNS_14Pattern_StructE
0x0049983a:0x00499965, _ZN3povL13cells_patternEPd
0x00499965:0x004999fb, _ZN3povL15checker_patternEPd
0x004999fb:0x0049ab81, _ZN3povL15crackle_patternEPdPNS_14Pattern_StructE
0x0049ab81:0x0049ac32, _ZN3povL19cylindrical_patternEPd
0x0049ac32:0x0049c819, _ZN3povL15density_patternEPdPNS_14Pattern_StructE
0x0049c819:0x0049c856, _ZN3povL13dents_patternEPdPNS_14Pattern_StructE
0x0049c856:0x0049c956, _ZN3povL16function_patternEPdPNS_14Pattern_StructE
0x0049c956:0x0049c9e7, _ZN3povL16gradient_patternEPdPNS_14Pattern_StructE
0x0049c9e7:0x0049cb7d, _ZN3povL15granite_patternEPdPNS_14Pattern_StructE
0x0049cb7d:0x0049cfd4, _ZN3povL15hexagon_patternEPd
0x0049cfd4:0x0049d198, _ZN3povL13julia_patternEPdPNS_14Pattern_StructE
0x0049d198:0x0049d38c, _ZN3povL14julia3_patternEPdPNS_14Pattern_StructE
0x0049d38c:0x0049d598, _ZN3povL14julia4_patternEPdPNS_14Pattern_StructE
0x0049d598:0x0049d931, _ZN3povL14juliax_patternEPdPNS_14Pattern_StructE
0x0049d931:0x0049d9c7, _ZN3povL15leopard_patternEPd
0x0049d9c7:0x0049dc9d, _ZN3povL16magnet1m_patternEPdPNS_14Pattern_StructE
0x0049dc9d:0x0049dfaf, _ZN3povL16magnet1j_patternEPdPNS_14Pattern_StructE
0x0049dfaf:0x0049e43e, _ZN3povL16magnet2m_patternEPdPNS_14Pattern_StructE
0x0049e43e:0x0049e90f, _ZN3povL16magnet2j_patternEPdPNS_14Pattern_StructE
0x0049e90f:0x0049eacb, _ZN3povL14mandel_patternEPdPNS_14Pattern_StructE
0x0049eacb:0x0049ecb7, _ZN3povL15mandel3_patternEPdPNS_14Pattern_StructE
0x0049ecb7:0x0049eebb, _ZN3povL15mandel4_patternEPdPNS_14Pattern_StructE
0x0049eebb:0x0049f21a, _ZN3povL15mandelx_patternEPdPNS_14Pattern_StructE
0x0049f21a:0x0049f296, _ZN3povL14marble_patternEPdPNS_14Pattern_StructE
0x0049f296:0x0049f2e8, _ZN3povL14object_patternEPdPNS_14Pattern_StructE
0x0049f2e8:0x0049f377, _ZN3povL13onion_patternEPd
0x0049f377:0x0049f447, _ZN3povL15pigment_patternEPdPNS_14Pattern_StructEPNS_10istk_entryE
0x0049f447:0x0049f4bd, _ZN3povL14planar_patternEPd
0x0049f4bd:0x0049f790, _ZN3povL15quilted_patternEPdPNS_14Pattern_StructE
0x0049f790:0x0049f849, _ZN3povL14radial_patternEPd
0x0049f849:0x0049f9b2, _ZN3povL15ripples_patternEPdPNS_14Pattern_StructE
0x0049f9b2:0x0049fde7, _ZN3povL13slope_patternEPdPNS_14Pattern_StructEPNS_10istk_entryE
0x0049fde7:0x0049ff57, _ZN3povL15spiral1_patternEPdPNS_14Pattern_StructE
0x0049ff57:0x004a00ec, _ZN3povL15spiral2_patternEPdPNS_14Pattern_StructE
0x004a00ec:0x004a018b, _ZN3povL17spherical_patternEPd
0x004a018b:0x004a0324, _ZN3povL13waves_patternEPdPNS_14Pattern_StructE
0x004a0324:0x004a044e, _ZN3povL12wood_patternEPdPNS_14Pattern_StructE
0x004a044e:0x004a0687, _ZN3povL16wrinkles_patternEPdPNS_14Pattern_StructE
0x004a0687:0x004a07af, _ZN3povL13IntPickInCubeEiiiPd
0x004a07af:0x004a0969, _ZN3pov10PickInCubeEPdS0_
0x004a0969:0x004a0a12, _ZN3pov11quilt_cubicEddd
0x004a0a12:0x004a0b04, _ZN3povL22fractal_exterior_colorEPNS_14Pattern_StructEidd
0x004a0b04:0x004a0bf4, _ZN3povL22fractal_interior_colorEPNS_14Pattern_StructEiddd
0x004a0bf4:0x004a0cd5, _ZN3pov19Create_Density_FileEv
0x004a0cd5:0x004a0d3a, _ZN3pov17Copy_Density_FileEPNS_19Density_file_StructE
0x004a0d3a:0x004a0ea2, _ZN3pov20Destroy_Density_FileEPNS_19Density_file_StructE
0x004a0ea2:0x004a1297, _ZN3pov17Read_Density_FileEPNS_19Density_file_StructE
0x004a1297:0x004a130c, _ZN3povL10readushortEPN8pov_base7IStreamE
0x004a130c:0x004a13c6, _ZN3povL8readuintEPN8pov_base7IStreamE
0x004a13c6:0x004a14e2, _ZN3povL30InitializeBinomialCoefficientsEv
0x004a14e2:0x004a1516, _ZN8pov_base6IOBase5tellgEv
0x004a1516:0x004a15f4, _ZN3pov5intp3Efffff
0x004a15f4:0x004a1712, _ZN3pov22Read_ASCII_File_NumberEPN8pov_base7IStreamE
0x004a1712:0x004a1f40, _ZN3pov14Read_PGM_ImageEPNS_12Image_StructEPc
0x004a1f40:0x004a1f52, _ZNK8pov_base6IOBasentEv
0x004a1f52:0x004a20b5, _ZN3pov13CheckPassThruEPNS_13Object_StructEi
0x004a20b5:0x004a2261, _ZN3pov23InitBacktraceEverythingEv
0x004a2261:0x004a243e, _ZN3povL13savePhotonMapEv
0x004a243e:0x004a25c3, _ZN3povL13loadPhotonMapEv
0x004a25c3:0x004a26e3, _ZN3pov23FreeBacktraceEverythingEv
0x004a26e3:0x004a2893, _ZN3povL14AllocatePhotonEPNS_17photon_map_structE
0x004a2893:0x004a2972, _ZN3povL16InitPhotonMemoryEv
0x004a2972:0x004a2b2b, _ZN3povL16FreePhotonMemoryEv
0x004a2b2b:0x004a2ba6, _ZN3povL12cubic_splineEddd
0x004a2ba6:0x004a2c6c, _ZN3povL20SearchThroughObjectsEPNS_13Object_StructEPNS_19Light_Source_StructEb
0x004a2c6c:0x004a43c1, _ZN3povL20ShootPhotonsAtObjectEPNS_13Object_StructEPNS_19Light_Source_StructEi
0x004a43c1:0x004a498f, _ZN3pov15BuildPhotonMapsEv
0x004a498f:0x004a4c66, _ZN3pov16addSurfacePhotonEPdS0_PfS0_
0x004a4c66:0x004a4f62, _ZN3pov14addMediaPhotonEPdS0_Pfd
0x004a4f62:0x004a50b5, _ZN3povL11swapPhotonsEii
0x004a50b5:0x004a52a8, _ZN3povL10insertSortEiii
0x004a52a8:0x004a56a8, _ZN3povL12quickSortRecEiii
0x004a56a8:0x004a5acd, _ZN3povL11halfSortRecEiiii
0x004a5acd:0x004a5dbb, _ZN3povL16sortAndSubdivideEiii
0x004a5dbb:0x004a5e02, _ZN3povL9buildTreeEPNS_17photon_map_structE
0x004a5e02:0x004a6351, _ZN3povL16setGatherOptionsEPNS_17photon_map_structEi
0x004a6351:0x004a6479, _ZN3povL8PQInsertEPNS_13photon_structEd
0x004a6479:0x004a665c, _ZN3povL12FullPQInsertEPNS_13photon_structEd
0x004a665c:0x004a6ac4, _ZN3povL16gatherPhotonsRecEii
0x004a6ac4:0x004a6bc3, _ZN3pov13gatherPhotonsEPddS0_S0_iPNS_17photon_map_structE
0x004a6bc3:0x004a6c7e, _ZN3povL7VUnpackEPdPKNS_8byte_xyzE
0x004a6c7e:0x004a6ff1, _ZN3pov9ChooseRayEPNS_10Ray_StructEPdS1_S2_i
0x004a6ff1:0x004a7067, _ZN3pov13GetPhotonStatEj
0x004a7067:0x004a70ce, _ZN3pov14Create_PigmentEv
0x004a70ce:0x004a7155, _ZN3pov12Copy_PigmentEPNS_14Pigment_StructE
0x004a7155:0x004a71a5, _ZN3pov15Destroy_PigmentEPNS_14Pigment_StructE
0x004a71a5:0x004a7521, _ZN3pov12Post_PigmentEPNS_14Pigment_StructE
0x004a7521:0x004a7a0f, _ZN3pov15Compute_PigmentEPfPNS_14Pigment_StructEPdPNS_10istk_entryE
0x004a7a0f:0x004a7c3d, _ZN3povL19Do_Average_PigmentsEPfPNS_14Pigment_StructEPdPNS_10istk_entryE
0x004a7c3d:0x004a83a7, _ZN3pov20Make_Pigment_EntriesEv
0x004a83a7:0x004a8430, _ZN3pov20Make_Blend_Map_EntryERNS_15Blend_Map_EntryEfhfffff
0x004a8430:0x004a84f9, _ZN3povL23All_Plane_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a84f9:0x004a86be, _ZN3povL15Intersect_PlaneEPNS_10Ray_StructEPNS_12Plane_StructEPd
0x004a86be:0x004a877a, _ZN3povL12Inside_PlaneEPdPNS_13Object_StructE
0x004a877a:0x004a87e3, _ZN3povL12Plane_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a87e3:0x004a88a1, _ZN3povL15Translate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a88a1:0x004a8905, _ZN3povL12Rotate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a8905:0x004a89e1, _ZN3povL11Scale_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a89e1:0x004a8a2c, _ZN3povL12Invert_PlaneEPNS_13Object_StructE
0x004a8a2c:0x004a8a87, _ZN3povL15Transform_PlaneEPNS_13Object_StructEPNS_16Transform_StructE
0x004a8a87:0x004a8bd0, _ZN3pov12Create_PlaneEv
0x004a8bd0:0x004a8c2f, _ZN3povL10Copy_PlaneEPNS_13Object_StructE
0x004a8c2f:0x004a8c6c, _ZN3povL13Destroy_PlaneEPNS_13Object_StructE
0x004a8c6c:0x004a8cec, _ZN3pov18Compute_Plane_BBoxEPNS_12Plane_StructE
0x004a8cec:0x004a8d66, _ZN3povL30All_Light_Source_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a8d66:0x004a8dac, _ZN3povL19Inside_Light_SourceEPdPNS_13Object_StructE
0x004a8dac:0x004a8df4, _ZN3povL19Light_Source_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a8df4:0x004a8e9d, _ZN3povL22Translate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a8e9d:0x004a8ec7, _ZN3povL19Rotate_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a8ec7:0x004a8ef1, _ZN3povL18Scale_Light_SourceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004a8ef1:0x004a907f, _ZN3povL22Transform_Light_SourceEPNS_13Object_StructEPNS_16Transform_StructE
0x004a907f:0x004a90b3, _ZN3povL19Invert_Light_SourceEPNS_13Object_StructE
0x004a90b3:0x004a941c, _ZN3pov19Create_Light_SourceEv
0x004a941c:0x004a95b4, _ZN3povL17Copy_Light_SourceEPNS_13Object_StructE
0x004a95b4:0x004a96e6, _ZN3povL20Destroy_Light_SourceEPNS_13Object_StructE
0x004a96e6:0x004a977c, _ZN3pov17Create_Light_GridEii
0x004a977c:0x004a97f7, _ZN3povL12cubic_splineEddd_0
0x004a97f7:0x004a9be6, _ZN3pov15Attenuate_LightEPNS_19Light_Source_StructEPNS_10Ray_StructEd
0x004a9be6:0x004a9c2e, _ZN3povL20Light_Source_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004a9c2e:0x004a9f8a, _ZN3povL22All_Poly_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004a9f8a:0x004a9fdf, _ZN3povL10factor_outEiiPiS0_
0x004a9fdf:0x004aa0aa, _ZN3povL7factor1EiPiS0_
0x004aa0aa:0x004aa262, _ZN3povL8binomialEii
0x004aa262:0x004aa520, _ZN3povL6insideEPdiS0_
0x004aa520:0x004aac5a, _ZN3povL9intersectEPNS_10Ray_StructEiPdiS2_
0x004aac5a:0x004aad70, _ZN3povL16intersect_linearEPNS_10Ray_StructEPdS2_
0x004aad70:0x004ab244, _ZN3povL19intersect_quadraticEPNS_10Ray_StructEPdS2_
0x004ab244:0x004ab687, _ZN3povL7normal0EPdiS0_S0_
0x004ab687:0x004ac17b, _ZN3povL7normal1EPdiS0_S0_
0x004ac17b:0x004ac224, _ZN3povL11Inside_PolyEPdPNS_13Object_StructE
0x004ac224:0x004ac37c, _ZN3povL11Poly_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004ac37c:0x004ac3a6, _ZN3povL14Translate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ac3a6:0x004ac3d0, _ZN3povL11Rotate_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ac3d0:0x004ac3fa, _ZN3povL10Scale_PolyEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004ac3fa:0x004ac430, _ZN3povL14Transform_PolyEPNS_13Object_StructEPNS_16Transform_StructE
0x004ac430:0x004ac44e, _ZN3povL11Invert_PolyEPNS_13Object_StructE
0x004ac44e:0x004ac629, _ZN3pov11Create_PolyEi
0x004ac629:0x004ac73c, _ZN3povL9Copy_PolyEPNS_13Object_StructE
0x004ac73c:0x004ac7a5, _ZN3povL12Destroy_PolyEPNS_13Object_StructE
0x004ac7a5:0x004ac825, _ZN3pov17Compute_Poly_BBoxEPNS_11Poly_StructE
0x004ac825:0x004ac8ee, _ZN3povL25All_Polygon_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004ac8ee:0x004acae2, _ZN3povL17intersect_poylgonEPNS_10Ray_StructEPNS_14Polygon_StructEPd
0x004acae2:0x004acaf5, _ZN3povL14Inside_PolygonEPdPNS_13Object_StructE
0x004acaf5:0x004acb23, _ZN3povL14Polygon_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004acb23:0x004acb4d, _ZN3povL17Translate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004acb4d:0x004acb77, _ZN3povL14Rotate_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004acb77:0x004acba1, _ZN3povL13Scale_PolygonEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004acba1:0x004acc51, _ZN3povL17Transform_PolygonEPNS_13Object_StructEPNS_16Transform_StructE
0x004acc51:0x004acc5c, _ZN3povL14Invert_PolygonEPNS_13Object_StructE
0x004acc5c:0x004acda6, _ZN3pov14Create_PolygonEv
0x004acda6:0x004ace1f, _ZN3povL12Copy_PolygonEPNS_13Object_StructE
0x004ace1f:0x004acee1, _ZN3povL15Destroy_PolygonEPNS_13Object_StructE
0x004acee1:0x004ad614, _ZN3pov15Compute_PolygonEPNS_14Polygon_StructEiPA3_d
0x004ad614:0x004ad9af, _ZN3povL20Compute_Polygon_BBoxEPNS_14Polygon_StructE
0x004ad9af:0x004adb5b, _ZN3povL10in_polygonEiPA2_ddd
0x004adb5b:0x004addab, _ZN3povL4modpEPNS_1pES1_S1_
0x004addab:0x004adf75, _ZN3povL10buildsturmEiPNS_1pE
0x004adf75:0x004ae0e7, _ZN3povL13visible_rootsEiPNS_1pEPiS2_
0x004ae0e7:0x004ae1dc, _ZN3povL10numchangesEiPNS_1pEd
0x004ae1dc:0x004ae568, _ZN3povL7sbisectEiPNS_1pEddiiPd
0x004ae568:0x004ae5d6, _ZN3povL8polyevalEdiPd
0x004ae5d6:0x004ae95b, _ZN3povL12regula_falsaEiPdddS0_
0x004ae95b:0x004aeaef, _ZN3povL15solve_quadraticEPdS0_
0x004aeaef:0x004aee86, _ZN3povL11solve_cubicEPdS0_
0x004aee86:0x004aefa7, _ZN3povL16difficult_coeffsEiPd
0x004aefa7:0x004af65b, _ZN3povL13solve_quarticEPdS0_
0x004af65b:0x004af857, _ZN3povL9polysolveEiPdS0_
0x004af857:0x004afc41, _ZN3pov16Solve_PolynomialEiPdS0_id
0x004afc41:0x004afd49, _ZN3pov12BuildCommandEP9POVMSDatajPNS_9shelldataE
0x004afd49:0x004afe35, _ZN3pov15BuildRenderTimeEP9POVMSDatajiiii
0x004afe35:0x004b09bc, _ZN3pov18BuildRenderOptionsEP9POVMSData
0x004b09bc:0x004b0a3d, _ZN3pov20BuildParseStatisticsEP9POVMSData
0x004b0a3d:0x004b0fc0, _ZN3pov21BuildRenderStatisticsEP9POVMSDataPx
0x004b0fc0:0x004b12c8, _ZN3pov13BuildProgressEP9POVMSDatai
0x004b12c8:0x004b12f5, _ZN3pov12AddStatisticEP9POVMSDatajPx
0x004b12f5:0x004b145d, _ZN3pov14AddOIStatisticEP9POVMSDataiPx
0x004b145d:0x004b17c8, _ZN3pov13Send_InitInfoEv
0x004b17c8:0x004b18ea, _ZN3pov13Send_ProgressEPKci
0x004b18ea:0x004b1a4e, _ZN3pov19Send_ProgressUpdateEii
0x004b1a4e:0x004b1bd4, _ZN3pov20Send_FrameStatisticsEv
0x004b1bd4:0x004b1c9f, _ZN3pov20Send_ParseStatisticsEv
0x004b1c9f:0x004b1d90, _ZN3pov21Send_RenderStatisticsEb
0x004b1d90:0x004b1e5b, _ZN3pov18Send_RenderOptionsEv
0x004b1e5b:0x004b1f4d, _ZN3pov18Send_RenderStartedEb
0x004b1f4d:0x004b20f1, _ZN3pov15Send_RenderDoneEb
0x004b20f1:0x004b219b, _ZN3pov7MatchesEPKcS1_
0x004b219b:0x004b2209, _ZN3pov6IsTrueEPKc
0x004b2209:0x004b2277, _ZN3pov7IsFalseEPKc
0x004b2277:0x004b23ba, _ZN3pov16SetCommandOptionEP9POVMSDatajPNS_9shelldataE
0x004b23ba:0x004b399f, _ZN3pov21Receive_RenderOptionsEP9POVMSDataS1_iPv
0x004b399f:0x004b39d5, _ZN3pov17Receive_RenderAllEP9POVMSDataS1_iPv
0x004b39d5:0x004b3acf, _ZN3pov18Receive_RenderAreaEP9POVMSDataS1_iPv
0x004b3acf:0x004b3b27, _ZN3pov18Receive_RenderStopEP9POVMSDataS1_iPv
0x004b3b27:0x004b435f, main
0x004b435f:0x004b4490, _Z11povray_initv
0x004b4490:0x004b44ba, _Z16povray_terminatev
0x004b44ba:0x004b4572, _Z11povray_exiti
0x004b4572:0x004b4684, _Z16povray_cooperatev
0x004b4684:0x004b46e3, _Z23povray_getoutputcontextv
0x004b46e3:0x004b473d, _ZN3pov12Do_CooperateEi
0x004b473e:0x004b4752, _ZN12pov_frontend14RenderFrontend8GetStateEv
0x004b4752:0x004b4783, _ZN3pov8mem_initEv
0x004b4783:0x004b480e, _ZN3pov10pov_mallocEmPKciS1_
0x004b480e:0x004b4893, _ZN3pov10pov_callocEmmPKciS1_
0x004b4893:0x004b49bf, _ZN3pov11pov_reallocEPvmPKciS2_
0x004b49bf:0x004b4a21, _ZN3pov8pov_freeEPvPKci
0x004b4a21:0x004b4a37, _ZN3pov8mem_markEv
0x004b4a37:0x004b4b04, _ZN3pov11mem_releaseEv
0x004b4b04:0x004b4bc5, _ZN3pov15mem_release_allEv
0x004b4bc5:0x004b4c6a, _ZN3povL8add_nodeEPNS_8mem_nodeE
0x004b4c6a:0x004b4ce1, _ZN3povL11remove_nodeEPNS_8mem_nodeE
0x004b4ce1:0x004b4d30, _ZN3pov10pov_strdupEPKc
0x004b4d30:0x004b4e7f, _ZN3pov11pov_memmoveEPvS0_m
0x004b4e7f:0x004b4f5d, _ZN3pov18POV_Std_Split_TimeEdPjS0_Pd
0x004b4f5d:0x004b4f8b, _ZN3pov18closest_power_of_2Ej
0x004b4f8b:0x004b5081, _ZN3pov25POVMSUtil_SetFormatStringEP9POVMSDatajPKcz
0x004b5081:0x004b50a3, _ZN3pov19New_Checked_IStreamEPcj
0x004b50a3:0x004b50ce, _ZN3pov19New_Checked_OStreamEPcjb
0x004b50ce:0x004b5158, _ZN3pov11Locate_FileEPcjS0_b
0x004b5158:0x004b5671, _ZN3pov15Locate_FilenameEPcjb
